t,x,y,z,vx_b,vy_b,vz_b,phi,theta,psi,p,q,r,ax_b,ay_b,az_b,cmd_roll,cmd_pitch,cmd_yaw,cmd_thrust,phase_tag,regime_id
0.00000,-0.00047,0.00007,0.02055,0.00000,0.00000,0.00000,-0.000255,-0.310706,-3.140525,0.000000,0.000000,-0.000000,-2.99922,-0.00237,-9.34028,0.000219,-0.032968,0.000000,1.000000,settle,P1
0.01084,-0.00047,0.00007,0.02055,0.00000,0.00000,0.00000,-0.000255,-0.310706,-3.140525,0.000000,0.000000,-0.000000,-2.99922,-0.00237,-9.34028,0.000219,-0.032968,0.000000,1.000000,settle,P1
0.02137,-0.00047,0.00007,0.02055,0.00000,0.00000,0.00000,-0.000255,-0.310706,-3.140525,0.000000,0.000000,-0.000000,-2.99922,-0.00237,-9.34028,0.000219,-0.032968,0.000000,1.000000,settle,P1
0.03200,-0.00047,0.00007,0.02055,0.08705,-0.00011,-0.33816,-0.000255,-0.310706,-3.140525,0.000703,0.082267,-0.000004,298.19812,0.25094,-2422.49658,0.000177,-0.037682,0.000000,1.000000,settle,P1
0.04250,-0.00047,0.00007,0.02055,0.08705,-0.00011,-0.33816,-0.000255,-0.310706,-3.140525,0.000703,0.082267,-0.000004,187.52747,0.14125,-2479.02197,0.000177,-0.037682,0.000000,1.000000,settle,P1
0.05276,-0.01258,0.00007,-0.00146,0.15694,-0.00039,-1.22312,-0.000260,-0.314437,-3.140430,0.000915,0.102173,-0.000002,-0.46609,-0.00012,-45.58411,0.000170,-0.035616,-0.000164,1.000000,settle,P1
0.06348,-0.01707,0.00007,-0.01123,0.17695,-0.00049,-1.53796,-0.000255,-0.315119,-3.140430,0.000763,0.098253,-0.000001,-0.04320,0.00029,-54.58308,0.000174,-0.034805,-0.000164,1.000000,settle,P1
0.07383,-0.01707,0.00007,-0.01123,0.17695,-0.00049,-1.53796,-0.000255,-0.315119,-3.140430,0.000763,0.098253,-0.000001,-0.04320,0.00029,-54.58308,0.000174,-0.034805,-0.000164,1.000000,settle,P1
0.08521,-0.02238,0.00007,-0.02313,0.28625,-0.00106,-3.31974,-0.000251,-0.315767,-3.140430,0.000320,0.073853,-0.000146,-0.04320,0.00029,-54.58308,0.000197,-0.032849,-0.000147,1.000000,settle,P1
0.09560,-0.02238,0.00007,-0.02313,0.28625,-0.00106,-3.31974,-0.000251,-0.315767,-3.140430,0.000320,0.073853,-0.000146,285.02856,0.16072,-4702.57129,0.000197,-0.032849,-0.000147,1.000000,settle,P1
0.10585,-0.02238,0.00007,-0.02313,0.28625,-0.00106,-3.31974,-0.000251,-0.315767,-3.140430,0.000320,0.073853,-0.000146,285.02856,0.16072,-4702.57129,0.000197,-0.032849,-0.000147,1.000000,settle,P1
0.11625,-0.09180,0.00007,-0.18671,0.34398,-0.00154,-4.53773,-0.000229,-0.319715,-3.140437,0.000337,0.068206,-0.000286,0.52965,0.00060,-70.80202,0.000177,-0.029133,-0.000119,1.000000,settle,P1
0.12697,-0.09180,0.00007,-0.18671,0.34398,-0.00154,-4.53773,-0.000229,-0.319715,-3.140437,0.000337,0.068206,-0.000286,-0.20506,0.00003,-58.07419,0.000177,-0.029133,-0.000119,1.000000,settle,P1
0.13733,-0.10488,0.00007,-0.21819,0.36305,-0.00168,-4.89647,-0.000226,-0.320183,-3.140440,0.000355,0.067509,-0.000314,-0.20506,0.00003,-58.07419,0.000174,-0.028691,-0.000112,1.000000,settle,P1
0.14814,-0.10488,0.00007,-0.21819,0.36305,-0.00168,-4.89647,-0.000226,-0.320183,-3.140440,0.000355,0.067509,-0.000314,-0.20506,0.00003,-58.07419,0.000174,-0.028691,-0.000112,1.000000,settle,P1
0.15900,-0.11977,0.00008,-0.25411,0.47261,-0.00238,-6.73176,-0.000223,-0.320678,-3.140442,0.000387,0.062504,-0.000331,420.55835,0.20911,-6754.26367,0.000169,-0.027979,-0.000106,0.915182,settle,P1
0.16962,-0.20699,0.00013,-0.46550,0.49651,-0.00273,-7.36422,-0.000205,-0.322958,-3.140454,0.000384,0.061575,-0.000304,420.55835,0.20911,-6754.26367,0.000154,-0.025966,-0.000088,0.862632,settle,P1
0.18027,-0.20699,0.00013,-0.46550,0.49651,-0.00273,-7.36422,-0.000205,-0.322958,-3.140454,0.000384,0.061575,-0.000304,-0.57458,-0.00022,-48.86391,0.000154,-0.025966,-0.000088,0.862632,settle,P1
0.19080,-0.27723,0.00017,-0.63635,0.54109,-0.00316,-8.22060,-0.000194,-0.324431,-3.140461,0.000395,0.063313,-0.000254,-0.15529,0.00008,-53.58138,0.000143,-0.024800,-0.000082,0.802866,settle,P1
0.20105,-0.27723,0.00017,-0.63635,0.54109,-0.00316,-8.22060,-0.000194,-0.324431,-3.140461,0.000395,0.063313,-0.000254,-0.15529,0.00008,-53.58138,0.000143,-0.024800,-0.000082,0.802866,settle,P1
0.21146,-0.27723,0.00017,-0.63635,0.54109,-0.00316,-8.22060,-0.000194,-0.324431,-3.140461,0.000395,0.063313,-0.000254,-0.15529,0.00008,-53.58138,0.000143,-0.024800,-0.000082,0.802866,settle,P1
0.22209,-0.27723,0.00017,-0.63635,0.54109,-0.00316,-8.22060,-0.000194,-0.324431,-3.140461,0.000395,0.063313,-0.000254,-0.15529,0.00008,-53.58138,0.000143,-0.024800,-0.000082,0.802866,settle,P1
0.23251,-0.30078,0.00018,-0.69359,0.65030,-0.00381,-9.52180,-0.000190,-0.324897,-3.140462,0.000392,0.066087,-0.000161,307.85852,0.13712,-3090.26880,0.000141,-0.024558,-0.000090,0.732126,settle,P1
0.24289,-0.42914,0.00022,-1.00369,0.67564,-0.00418,-9.96104,-0.000174,-0.327271,-3.140469,0.000380,0.065058,-0.000148,307.85852,0.13712,-3090.26880,0.000127,-0.022459,-0.000081,0.679378,settle,P1
0.25355,-0.52023,0.00025,-1.22148,0.70775,-0.00448,-10.32291,-0.000164,-0.328771,-3.140472,0.000371,0.064082,-0.000152,-0.26122,-0.00003,-30.94235,0.000119,-0.021114,-0.000074,0.639648,settle,P1
0.26421,-0.52023,0.00025,-1.22148,0.70775,-0.00448,-10.32291,-0.000164,-0.328771,-3.140472,0.000371,0.064082,-0.000152,-0.26122,-0.00003,-30.94235,0.000119,-0.021114,-0.000074,0.639648,settle,P1
