t,x,y,z,vx_b,vy_b,vz_b,phi,theta,psi,p,q,r,ax_b,ay_b,az_b,cmd_roll,cmd_pitch,cmd_yaw,cmd_thrust,phase_tag,regime_id
0.00000,-0.00047,0.00007,0.02055,0.00000,0.00000,0.00000,-0.000266,-0.310675,-3.140524,0.000000,0.000000,-0.000000,-2.99893,-0.00248,-9.34037,0.000229,-0.032995,0.000000,1.000000,settle,P1
0.01129,-0.00047,0.00007,0.02055,0.00000,0.00000,0.00000,-0.000266,-0.310675,-3.140524,0.000000,0.000000,-0.000000,-2.99893,-0.00248,-9.34037,0.000229,-0.032995,0.000000,1.000000,settle,P1
0.02179,-0.00059,0.00007,0.02062,0.02034,0.00020,0.00512,-0.000304,-0.310707,-3.140525,-0.005635,0.004621,-0.000055,-0.16672,0.03124,-8.62757,0.000592,-0.033232,0.000009,1.000000,settle,P1
0.03256,-0.00059,0.00007,0.02062,0.02034,0.00020,0.00512,-0.000304,-0.310707,-3.140525,-0.005635,0.004621,-0.000055,-0.16672,0.03124,-8.62757,0.000592,-0.033232,0.000009,1.000000,settle,P1
0.04442,-0.00059,0.00007,0.02062,0.02034,0.00020,0.00512,-0.000304,-0.310707,-3.140525,-0.005635,0.004621,-0.000055,-0.16672,0.03124,-8.62757,0.000592,-0.033232,0.000009,1.000000,settle,P1
0.05517,-0.00098,0.00007,0.02042,0.13041,0.00007,-0.82701,-0.000327,-0.310906,-3.140526,0.003567,0.101581,-0.000012,257.07544,0.12276,-3133.42407,0.000071,-0.038616,0.000004,1.000000,settle,P1
0.06592,-0.00098,0.00007,0.02042,0.13041,0.00007,-0.82701,-0.000327,-0.310906,-3.140526,0.003567,0.101581,-0.000012,257.07544,0.12276,-3133.42407,0.000071,-0.038616,0.000004,1.000000,settle,P1
0.07735,-0.01141,0.00007,0.00081,0.17451,-0.00016,-1.50065,-0.000242,-0.314099,-3.140526,0.002488,0.094492,0.000003,0.73349,0.00142,-69.33523,0.000062,-0.035466,0.000002,1.000000,settle,P1
0.08762,-0.02922,0.00007,-0.03904,0.21668,-0.00046,-2.23357,-0.000203,-0.316219,-3.140525,0.000922,0.086875,0.000014,-0.07714,0.00035,-57.74245,0.000120,-0.033207,-0.000001,1.000000,settle,P1
0.09826,-0.02922,0.00007,-0.03904,0.21668,-0.00046,-2.23357,-0.000203,-0.316219,-3.140525,0.000922,0.086875,0.000014,-0.07714,0.00035,-57.74245,0.000120,-0.033207,-0.000001,1.000000,settle,P1
0.10872,-0.02922,0.00007,-0.03904,0.21668,-0.00046,-2.23357,-0.000203,-0.316219,-3.140525,0.000922,0.086875,0.000014,-0.07714,0.00035,-57.74245,0.000120,-0.033207,-0.000001,1.000000,settle,P1
0.11941,-0.02922,0.00007,-0.03904,0.21668,-0.00046,-2.23357,-0.000203,-0.316219,-3.140525,0.000922,0.086875,0.000014,350.86084,0.20590,-5818.51270,0.000120,-0.033207,-0.000001,1.000000,settle,P1
0.12969,-0.03637,0.00007,-0.05556,0.32553,-0.00111,-4.05859,-0.000200,-0.316805,-3.140524,-0.000080,0.071008,0.000014,350.86084,0.20590,-5818.51270,0.000177,-0.031795,-0.000001,1.000000,settle,P1
0.14004,-0.11973,0.00007,-0.25457,0.38118,-0.00155,-5.27378,-0.000200,-0.320575,-3.140523,0.000127,0.067642,0.000005,195.11938,0.11854,-3343.25732,0.000164,-0.028361,-0.000002,0.988024,settle,P1
0.15063,-0.11973,0.00007,-0.25457,0.38118,-0.00155,-5.27378,-0.000200,-0.320575,-3.140523,0.000127,0.067642,0.000005,0.50801,0.00041,-70.11938,0.000164,-0.028361,-0.000002,0.988024,settle,P1
0.16127,-0.13469,0.00007,-0.29080,0.39996,-0.00169,-5.62992,-0.000198,-0.321042,-3.140523,0.000200,0.067171,0.000002,-0.22887,-0.00004,-57.34364,0.000159,-0.027933,-0.000002,0.966638,settle,P1
0.17173,-0.13469,0.00007,-0.29080,0.39996,-0.00169,-5.62992,-0.000198,-0.321042,-3.140523,0.000200,0.067171,0.000002,-0.22887,-0.00004,-57.34364,0.000159,-0.027933,-0.000002,0.966638,settle,P1
0.18248,-0.13469,0.00007,-0.29080,0.39996,-0.00169,-5.62992,-0.000198,-0.321042,-3.140523,0.000200,0.067171,0.000002,-0.22887,-0.00004,-57.34364,0.000159,-0.027933,-0.000002,0.966638,settle,P1
0.19324,-0.15184,0.00007,-0.33237,0.51061,-0.00238,-7.44901,-0.000196,-0.321534,-3.140523,0.000431,0.062623,-0.000007,406.98022,0.17347,-6354.90088,0.000143,-0.027250,-0.000002,0.871572,settle,P1
0.20352,-0.15184,0.00007,-0.33237,0.51061,-0.00238,-7.44901,-0.000196,-0.321534,-3.140523,0.000431,0.062623,-0.000007,192.91870,0.10499,-2991.77954,0.000143,-0.027250,-0.000002,0.871572,settle,P1
0.21388,-0.30113,0.00013,-0.69545,0.55747,-0.00301,-8.53957,-0.000175,-0.324856,-3.140522,0.000445,0.064401,-0.000007,0.51518,0.00052,-61.21116,0.000124,-0.024497,-0.000002,0.781047,settle,P1
0.22431,-0.32453,0.00014,-0.75227,0.57507,-0.00316,-8.82921,-0.000172,-0.325312,-3.140522,0.000439,0.065606,-0.000007,-0.24613,0.00004,-48.19266,0.000122,-0.024174,-0.000002,0.760926,settle,P1
0.23495,-0.32453,0.00014,-0.75227,0.57507,-0.00316,-8.82921,-0.000172,-0.325312,-3.140522,0.000439,0.065606,-0.000007,-0.24613,0.00004,-48.19266,0.000122,-0.024174,-0.000002,0.760926,settle,P1
0.24542,-0.32453,0.00014,-0.75227,0.57507,-0.00316,-8.82921,-0.000172,-0.325312,-3.140522,0.000439,0.065606,-0.000007,-0.24613,0.00004,-48.19266,0.000122,-0.024174,-0.000002,0.760926,settle,P1
