t_s,u_b,v_b,w_b,p,q_raw,r,phi,theta,psi,x_ned,y_ned,z_ned,cmd_p,cmd_q,cmd_r,cmd_thrust
0.011686,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000279,-0.310699,-3.140432,-0.0005,0.0001,0.0205,0.000240,0.267026,-0.001995,0.265000
0.022165,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000279,-0.310699,-3.140432,-0.0005,0.0001,0.0205,0.000240,0.267026,-0.001995,0.265000
0.032683,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000279,-0.310699,-3.140432,-0.0005,0.0001,0.0205,0.000240,0.267026,-0.001995,0.265000
0.043262,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000279,-0.310699,-3.140432,-0.0005,0.0001,0.0205,0.000240,0.267026,-0.001995,0.265000
0.055735,0.000748,0.000310,0.000515,-0.005302,-0.006975,0.000622,-0.000279,-0.310699,-3.140432,-0.0005,0.0001,0.0205,0.000245,0.267033,-0.001997,0.265000
0.066288,0.000748,0.000310,0.000515,-0.005302,-0.006975,0.000622,-0.000279,-0.310699,-3.140432,-0.0005,0.0001,0.0205,0.000245,0.267033,-0.001997,0.265000
0.076793,0.000748,0.000310,0.000515,-0.005302,-0.006975,0.000622,-0.000279,-0.310699,-3.140432,-0.0005,0.0001,0.0205,0.000245,0.267033,-0.001997,0.265000
0.087492,0.020272,0.000176,-0.017769,-0.001647,-0.220297,0.000358,-0.000308,-0.308384,-3.140554,-0.0008,0.0001,0.0205,0.000267,0.265257,-0.001787,0.265000
0.098084,0.027353,0.000274,-0.028560,-0.002210,-0.343031,0.000268,-0.000312,-0.306102,-3.140533,-0.0011,0.0001,0.0204,0.000271,0.263418,-0.001822,0.265000
0.108957,0.027353,0.000274,-0.028560,-0.002210,-0.343031,0.000268,-0.000312,-0.306102,-3.140533,-0.0011,0.0001,0.0204,0.000271,0.263418,-0.001822,0.265000
0.119832,0.083153,0.001859,-0.075793,-0.000445,-0.818044,-0.000238,-0.000315,-0.302851,-3.140514,-0.0014,0.0001,0.0202,0.000271,0.261099,-0.001853,0.265000
0.130658,0.083153,0.001859,-0.075793,-0.000445,-0.818044,-0.000238,-0.000315,-0.302851,-3.140514,-0.0014,0.0001,0.0202,0.000271,0.261099,-0.001853,0.265000
0.141722,0.119518,0.003276,-0.080780,0.000149,-0.870636,-0.000622,-0.000290,-0.276795,-3.140500,-0.0045,0.0000,0.0186,0.000250,0.238758,-0.001878,0.265000
0.152353,0.157779,0.005183,-0.080243,-0.002952,-0.837791,-0.002551,-0.000259,-0.256896,-3.140521,-0.0082,-0.0001,0.0176,0.000226,0.221624,-0.001836,0.265000
0.162903,0.157779,0.005183,-0.080243,-0.002952,-0.837791,-0.002551,-0.000259,-0.256896,-3.140521,-0.0082,-0.0001,0.0176,0.000226,0.221624,-0.001836,0.265000
0.173411,0.157779,0.005183,-0.080243,-0.002952,-0.837791,-0.002551,-0.000259,-0.256896,-3.140521,-0.0082,-0.0001,0.0176,0.000226,0.221624,-0.001836,0.265000
0.184064,0.157779,0.005183,-0.080243,-0.002952,-0.837791,-0.002551,-0.000259,-0.256896,-3.140521,-0.0082,-0.0001,0.0176,0.000226,0.221624,-0.001836,0.265000
0.194643,0.244588,0.005084,-0.080269,0.004130,-0.596215,-0.006565,-0.000246,-0.251083,-3.140553,-0.0095,-0.0001,0.0173,0.000207,0.216386,-0.001774,0.265000
0.205178,0.280708,0.005078,-0.076017,0.001911,-0.570410,-0.005891,-0.000033,-0.227790,-3.140785,-0.0182,-0.0003,0.0166,0.000027,0.196341,-0.001376,0.265000
0.215614,0.314122,0.005065,-0.073911,0.000774,-0.575930,-0.004748,0.000025,-0.214470,-3.140913,-0.0253,-0.0004,0.0164,-0.000022,0.184900,-0.001160,0.265000
0.226469,0.314122,0.005065,-0.073911,0.000774,-0.575930,-0.004748,0.000025,-0.214470,-3.140913,-0.0253,-0.0004,0.0164,-0.000022,0.184900,-0.001160,0.265000
0.237053,0.314122,0.005065,-0.073911,0.000774,-0.575930,-0.004748,0.000025,-0.214470,-3.140913,-0.0253,-0.0004,0.0164,-0.000022,0.184900,-0.001160,0.265000
