t_s,u_b,v_b,w_b,p,q_raw,r,phi,theta,psi,x_ned,y_ned,z_ned,cmd_p,cmd_q,cmd_r,cmd_thrust
0.010603,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000278,-0.310670,-3.140418,-0.0005,0.0001,0.0205,0.000239,0.267002,-0.002018,0.100000
0.021846,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000278,-0.310670,-3.140418,-0.0005,0.0001,0.0205,0.000239,0.267002,-0.002018,0.100000
0.032667,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000278,-0.310670,-3.140418,-0.0005,0.0001,0.0205,0.000239,0.267002,-0.002018,0.100000
0.043224,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000278,-0.310670,-3.140418,-0.0005,0.0001,0.0205,0.000239,0.267002,-0.002018,0.100000
0.055318,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000278,-0.310670,-3.140418,-0.0005,0.0001,0.0205,0.000239,0.267002,-0.002018,0.100000
0.066269,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000278,-0.310670,-3.140418,-0.0005,0.0001,0.0205,0.000239,0.267002,-0.002018,0.100000
0.076836,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000278,-0.310670,-3.140418,-0.0005,0.0001,0.0205,0.000239,0.267002,-0.002018,0.100000
0.087422,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000278,-0.310670,-3.140418,-0.0005,0.0001,0.0205,0.000239,0.267002,-0.002018,0.100000
0.097950,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000278,-0.310670,-3.140418,-0.0005,0.0001,0.0205,0.000239,0.267002,-0.002018,0.100000
0.108582,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000278,-0.310670,-3.140418,-0.0005,0.0001,0.0205,0.000239,0.267002,-0.002018,0.100000
0.119267,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000278,-0.310670,-3.140418,-0.0005,0.0001,0.0205,0.000239,0.267002,-0.002018,0.100000
0.130178,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000278,-0.310670,-3.140418,-0.0005,0.0001,0.0205,0.000239,0.267002,-0.002018,0.100000
0.140656,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000278,-0.310670,-3.140418,-0.0005,0.0001,0.0205,0.000239,0.267002,-0.002018,0.100000
0.151127,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000278,-0.310670,-3.140418,-0.0005,0.0001,0.0205,0.000239,0.267002,-0.002018,0.100000
0.161867,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000278,-0.310670,-3.140418,-0.0005,0.0001,0.0205,0.000239,0.267002,-0.002018,0.100000
