t_s,u_b,v_b,w_b,p,q_raw,r,phi,theta,psi,x_ned,y_ned,z_ned,cmd_p,cmd_q,cmd_r,cmd_thrust
0.011410,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000268,-0.310677,-3.140504,-0.0005,0.0001,0.0205,0.000230,0.267008,-0.001872,0.100000
0.022455,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000268,-0.310677,-3.140504,-0.0005,0.0001,0.0205,0.000230,0.267008,-0.001872,0.100000
0.033335,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000268,-0.310677,-3.140504,-0.0005,0.0001,0.0205,0.000230,0.267008,-0.001872,0.100000
0.043920,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000268,-0.310677,-3.140504,-0.0005,0.0001,0.0205,0.000230,0.267008,-0.001872,0.100000
0.056546,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000268,-0.310677,-3.140504,-0.0005,0.0001,0.0205,0.000230,0.267008,-0.001872,0.100000
0.067907,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000268,-0.310677,-3.140504,-0.0005,0.0001,0.0205,0.000230,0.267008,-0.001872,0.100000
0.078172,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000268,-0.310677,-3.140504,-0.0005,0.0001,0.0205,0.000230,0.267008,-0.001872,0.100000
0.088892,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000268,-0.310677,-3.140504,-0.0005,0.0001,0.0205,0.000230,0.267008,-0.001872,0.100000
0.099671,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000268,-0.310677,-3.140504,-0.0005,0.0001,0.0205,0.000230,0.267008,-0.001872,0.100000
0.110304,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000268,-0.310677,-3.140504,-0.0005,0.0001,0.0205,0.000230,0.267008,-0.001872,0.100000
0.120984,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000268,-0.310677,-3.140504,-0.0005,0.0001,0.0205,0.000230,0.267008,-0.001872,0.100000
0.131377,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000268,-0.310677,-3.140504,-0.0005,0.0001,0.0205,0.000230,0.267008,-0.001872,0.100000
0.142103,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000268,-0.310677,-3.140504,-0.0005,0.0001,0.0205,0.000230,0.267008,-0.001872,0.100000
0.152766,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000268,-0.310677,-3.140504,-0.0005,0.0001,0.0205,0.000230,0.267008,-0.001872,0.100000
0.163654,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000268,-0.310677,-3.140504,-0.0005,0.0001,0.0205,0.000230,0.267008,-0.001872,0.100000
0.174415,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000268,-0.310677,-3.140504,-0.0005,0.0001,0.0205,0.000230,0.267008,-0.001872,0.100000
0.184781,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000268,-0.310677,-3.140504,-0.0005,0.0001,0.0205,0.000230,0.267008,-0.001872,0.100000
0.195411,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000268,-0.310677,-3.140504,-0.0005,0.0001,0.0205,0.000230,0.267008,-0.001872,0.100000
0.206223,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000268,-0.310677,-3.140504,-0.0005,0.0001,0.0205,0.000230,0.267008,-0.001872,0.100000
0.216579,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000268,-0.310677,-3.140504,-0.0005,0.0001,0.0205,0.000230,0.267008,-0.001872,0.100000
0.227364,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000268,-0.310677,-3.140504,-0.0005,0.0001,0.0205,0.000230,0.267008,-0.001872,0.100000
0.238123,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000268,-0.310677,-3.140504,-0.0005,0.0001,0.0205,0.000230,0.267008,-0.001872,0.100000
0.248765,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000268,-0.310677,-3.140504,-0.0005,0.0001,0.0205,0.000230,0.267008,-0.001872,0.100000
0.259311,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000268,-0.310677,-3.140504,-0.0005,0.0001,0.0205,0.000230,0.267008,-0.001872,0.100000
0.270272,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000268,-0.310677,-3.140504,-0.0005,0.0001,0.0205,0.000230,0.267008,-0.001872,0.100000
0.280657,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000268,-0.310677,-3.140504,-0.0005,0.0001,0.0205,0.000230,0.267008,-0.001872,0.100000
0.291409,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000268,-0.310677,-3.140504,-0.0005,0.0001,0.0205,0.000230,0.267008,-0.001872,0.100000
0.302394,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000268,-0.310677,-3.140504,-0.0005,0.0001,0.0205,0.000230,0.267008,-0.001872,0.100000
0.312697,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000268,-0.310677,-3.140504,-0.0005,0.0001,0.0205,0.000230,0.267008,-0.001872,0.100000
0.323399,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000268,-0.310677,-3.140504,-0.0005,0.0001,0.0205,0.000230,0.267008,-0.001872,0.100000
0.333918,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000268,-0.310677,-3.140504,-0.0005,0.0001,0.0205,0.000230,0.267008,-0.001872,0.100000
