t,x,y,z,vx_b,vy_b,vz_b,phi,theta,psi,p,q,r,ax_b,ay_b,az_b,cmd_roll,cmd_pitch,cmd_yaw,cmd_thrust,phase
27.3892,-190.04012,72.53168,99.88112,-20.98787,3.15423,-35.53772,3.039298,0.719476,-0.007062,0.060910,0.513248,-0.000001,21.61512,0.83317,-2.12173,0.037602,-0.200000,0.000000,1.000000,forward_flight
27.4097,-189.98360,72.53477,100.17342,-21.00516,3.15131,-35.53109,3.039415,0.723149,-0.007564,0.062337,0.513313,-0.000001,983.23193,3.65945,-581.25684,0.038401,-0.200000,0.000000,1.000000,forward_flight
27.4300,-189.53917,72.55605,102.31509,-21.12990,3.11270,-35.48202,3.040546,0.750148,-0.011282,0.072997,0.513713,-0.000000,25.31971,0.78962,-4.48245,0.039036,-0.200000,0.000000,1.000000,forward_flight
27.4504,-189.47699,72.55866,102.59589,-21.14587,3.10561,-35.47568,3.040724,0.753696,-0.011774,0.074084,0.513624,-0.000000,23.01358,0.77248,-3.03658,0.039515,-0.200000,0.000000,1.000000,forward_flight
27.4711,-189.41389,72.56124,102.87653,-20.69232,3.14292,-35.75101,3.040908,0.757244,-0.012267,0.079322,0.512941,0.000023,1421.97314,1.62952,-844.11523,0.039835,-0.200000,-0.000000,1.000000,forward_flight
27.4914,-189.06671,72.57423,104.35262,-21.11208,3.06335,-35.51625,3.041965,0.775933,-0.014875,0.081209,0.512533,-0.000000,648.83942,1.46927,-388.56644,0.039985,-0.200000,0.000000,1.000000,forward_flight
27.5122,-188.83234,72.58198,105.29115,-21.29365,3.01642,-35.41578,3.042703,0.787836,-0.016545,0.082822,0.512124,-0.000001,22.82181,0.69929,-2.95583,0.039971,-0.200000,0.000000,1.000000,forward_flight
27.5325,-188.83234,72.58198,105.29115,-21.29365,3.01642,-35.41578,3.042703,0.787836,-0.016545,0.082822,0.512124,-0.000001,22.82181,0.69929,-2.95583,0.039791,-0.200000,0.000000,1.000000,forward_flight
27.5530,-188.36859,72.59547,107.03620,-21.25681,2.94997,-35.45390,3.044165,0.810015,-0.019677,0.086940,0.510695,-0.000001,1742.72583,-2.16169,-1031.33325,0.039447,-0.200000,0.000000,1.000000,forward_flight
27.5736,-188.11293,72.60208,107.94292,-21.42887,2.89654,-35.35667,3.044956,0.821564,-0.021318,0.087770,0.510272,-0.000001,22.80443,0.62725,-2.98691,0.038936,-0.200000,0.000000,1.000000,forward_flight
27.5943,-188.11293,72.60208,107.94292,-21.42887,2.89654,-35.35667,3.044956,0.821564,-0.021318,0.087770,0.510272,-0.000001,22.80443,0.62725,-2.98691,0.038259,-0.200000,0.000000,1.000000,forward_flight
27.6149,-188.02933,72.60413,108.23190,-20.97749,2.91171,-35.62855,3.045210,0.825250,-0.021842,0.088359,0.508892,0.000002,1865.95117,-6.25152,-1100.24707,0.037422,-0.200000,-0.000000,1.000000,forward_flight
27.6356,-187.30664,72.61997,110.59570,-21.55384,2.75336,-35.29654,3.047255,0.855457,-0.026173,0.088480,0.508003,-0.000000,22.94577,0.55781,-3.13600,0.036426,-0.200000,0.000000,1.000000,forward_flight
27.6564,-187.30664,72.61997,110.59570,-21.55384,2.75336,-35.29654,3.047255,0.855457,-0.026173,0.088480,0.508003,-0.000000,22.94577,0.55781,-3.13600,0.035267,-0.200000,0.000000,1.000000,forward_flight
27.6769,-187.21663,72.62175,110.87476,-21.09465,2.76037,-35.57182,3.047490,0.859034,-0.026689,0.086923,0.506463,-0.000008,2101.52051,-11.04378,-1235.03662,0.033980,-0.200000,0.000000,1.000000,forward_flight
27.6976,-186.73981,72.63063,112.30420,-21.49796,2.65889,-35.33650,3.048633,0.877379,-0.029352,0.086004,0.505838,-0.000000,26.72812,0.48530,-5.54033,0.032538,-0.200000,0.000000,1.000000,forward_flight
27.7183,-186.42363,72.63604,113.21041,-21.66736,2.59885,-35.23618,3.049295,0.889036,-0.031058,0.085072,0.505319,-0.000000,23.02811,0.49486,-3.26829,0.030959,-0.200000,0.000000,1.000000,forward_flight
27.7387,-186.42363,72.63604,113.21041,-21.66736,2.59885,-35.23618,3.049295,0.889036,-0.031058,0.085072,0.505319,-0.000000,1680.26147,-11.27531,-981.80859,0.029267,-0.200000,0.000000,1.000000,forward_flight
27.7594,-185.56007,72.64948,115.54295,-21.76090,2.45732,-35.18075,3.050696,0.919165,-0.035532,0.079124,0.503145,-0.000000,27.12043,0.42161,-5.87268,0.027441,-0.200000,0.000000,1.000000,forward_flight
27.7797,-185.45609,72.65099,115.81128,-21.77123,2.44106,-35.17421,3.050824,0.922643,-0.036056,0.078444,0.502985,-0.000000,23.59925,0.43668,-3.71870,0.025527,-0.200000,0.000000,1.000000,forward_flight
27.8002,-185.45609,72.65099,115.81128,-21.77123,2.44106,-35.17421,3.050824,0.922643,-0.036056,0.078444,0.502985,-0.000000,23.59925,0.43668,-3.71870,0.023495,-0.200000,0.000000,1.000000,forward_flight
27.8206,-185.35011,72.65251,116.08210,-21.30978,2.43492,-35.44867,3.050945,0.926157,-0.036586,0.073154,0.501573,-0.000023,857.56390,-5.90554,-507.15768,0.021364,-0.200000,0.000000,1.000000,forward_flight
27.8409,-184.41550,72.66521,118.36660,-21.86543,2.29061,-35.11079,3.051568,0.955914,-0.041161,0.068749,0.500775,-0.000001,23.66694,0.39064,-3.88113,0.019168,-0.200000,0.000000,1.000000,forward_flight
27.8616,-184.41550,72.66521,118.36660,-21.86543,2.29061,-35.11079,3.051568,0.955914,-0.041161,0.068749,0.500775,-0.000001,23.66694,0.39064,-3.88113,0.016849,-0.200000,0.000000,1.000000,forward_flight
27.8820,-184.29964,72.66671,118.63802,-21.40208,2.27991,-35.38558,3.051594,0.959466,-0.041718,0.060579,0.498769,-0.000037,764.91522,-5.93795,-450.59375,0.014487,-0.200000,0.000001,1.000000,forward_flight
27.9028,-183.41640,72.67776,120.63045,-21.94206,2.16992,-35.05282,3.051316,0.985614,-0.045912,0.055905,0.498074,-0.000001,23.61355,0.35588,-3.99047,0.012024,-0.200000,0.000000,1.000000,forward_flight
27.9235,-183.29633,72.67923,120.89175,-21.95057,2.15698,-35.04596,3.051223,0.989059,-0.046478,0.054567,0.497996,-0.000000,23.61355,0.35588,-3.99047,0.009523,-0.200000,0.000000,1.000000,forward_flight
27.9442,-183.17105,72.68075,121.16195,-21.48692,2.14386,-35.32008,3.051111,0.992625,-0.047068,0.045812,0.496715,-0.000039,1782.29541,-16.56334,-1036.84058,0.006976,-0.200000,0.000001,1.000000,forward_flight
27.9649,-182.23167,72.69198,123.11755,-22.02019,2.05851,-34.98627,3.049769,1.018552,-0.051490,0.040083,0.496013,0.000000,27.63506,0.29769,-6.58735,0.004398,-0.200000,-0.000000,1.000000,forward_flight
27.9856,-182.10374,72.69348,123.37494,-22.02795,2.04851,-34.97918,3.049521,1.021982,-0.052094,0.038568,0.495919,0.000000,23.74775,0.33022,-4.23053,0.001804,-0.200000,-0.000000,1.000000,forward_flight
28.0062,-181.96780,72.69508,123.64617,-21.56520,2.03443,-35.25208,3.049243,1.025602,-0.052738,0.029418,0.495046,-0.000039,1390.37927,-13.12290,-806.32062,-0.000774,-0.200000,0.000001,1.000000,forward_flight
28.0269,-180.96800,72.70676,125.57422,-22.09232,1.97647,-34.91706,3.046652,1.051478,-0.057524,0.023511,0.494626,0.000000,1073.95386,-9.69137,-636.10907,-0.003376,-0.200000,-0.000000,1.000000,forward_flight
28.0474,-180.83234,72.70835,125.82740,-22.09953,1.96972,-34.90966,3.046232,1.054897,-0.058183,0.021960,0.494598,0.000000,23.50877,0.31834,-4.25977,-0.005928,-0.200000,-0.000000,1.000000,forward_flight
28.0677,-180.83234,72.70835,125.82740,-22.09953,1.96972,-34.90966,3.046232,1.054897,-0.058183,0.021960,0.494598,0.000000,23.50877,0.31834,-4.25977,-0.008443,-0.200000,-0.000000,1.000000,forward_flight
28.0881,-179.96320,72.71847,127.40498,-22.01190,1.93347,-34.94201,3.043138,1.076353,-0.062491,0.008658,0.495792,-0.000000,894.81421,-8.10166,-528.05737,-0.010931,-0.200000,0.000000,1.000000,forward_flight
28.1086,-179.48555,72.72405,128.24117,-22.16959,1.92361,-34.83496,3.041139,1.087858,-0.064936,0.004979,0.496854,-0.000000,24.23881,0.30685,-4.88775,-0.013380,-0.200000,0.000000,1.000000,forward_flight
28.1290,-179.48555,72.72405,128.24117,-22.16959,1.92361,-34.83496,3.041139,1.087858,-0.064936,0.004979,0.496854,-0.000000,24.23881,0.30685,-4.88775,-0.015768,-0.200000,0.000000,1.000000,forward_flight
28.1497,-178.57242,72.73477,129.78481,-22.08898,1.91088,-34.85612,3.036674,1.109445,-0.069825,-0.010485,0.503610,0.000000,1039.74475,-9.32848,-611.86169,-0.018121,-0.200000,-0.000000,1.000000,forward_flight
28.1704,-178.07457,72.74069,130.59767,-22.24968,1.91562,-34.74428,3.033867,1.121018,-0.072632,-0.014388,0.505098,-0.000000,23.50029,0.31960,-4.61309,-0.020402,-0.200000,0.000000,1.000000,forward_flight
28.1908,-178.07457,72.74069,130.59767,-22.24968,1.91562,-34.74428,3.033867,1.121018,-0.072632,-0.014388,0.505098,-0.000000,23.50029,0.31960,-4.61309,-0.022562,-0.200000,0.000000,1.000000,forward_flight
28.2112,-177.91003,72.74265,130.86215,-21.77045,1.90623,-35.02300,3.032886,1.124811,-0.073584,-0.025552,0.508857,-0.000050,1905.16724,-16.14593,-1102.87756,-0.024636,-0.200000,0.000001,1.000000,forward_flight
28.2318,-176.57983,72.75860,132.92856,-22.34027,1.94975,-34.64080,3.023875,1.154917,-0.081772,-0.033483,0.510756,0.000000,24.99644,0.32261,-5.79315,-0.026625,-0.200000,-0.000000,1.000000,forward_flight
28.2521,-176.57983,72.75860,132.92856,-22.34027,1.94975,-34.64080,3.023875,1.154917,-0.081772,-0.033483,0.510756,0.000000,24.99644,0.32261,-5.79315,-0.028471,-0.200000,-0.000000,1.000000,forward_flight
28.2725,-176.41840,72.76055,133.17114,-21.87407,1.94466,-34.91411,3.022658,1.158501,-0.082831,-0.042936,0.512444,-0.000041,1909.90381,-14.13433,-1115.72888,-0.030211,-0.200000,0.000001,1.000000,forward_flight
28.2928,-175.57835,72.77077,134.40610,-22.26544,1.99045,-34.65332,3.015868,1.176905,-0.088598,-0.046721,0.512902,0.000001,28.31309,0.31904,-8.10015,-0.031817,-0.200000,-0.000000,1.000000,forward_flight
28.3134,-175.02812,72.77751,135.19125,-22.43025,2.02380,-34.53520,3.011012,1.188736,-0.092628,-0.050140,0.513223,0.000001,24.74722,0.35230,-5.94439,-0.033319,-0.200000,-0.000000,1.000000,forward_flight
28.3340,-175.02812,72.77751,135.19125,-22.43025,2.02380,-34.53520,3.011012,1.188736,-0.092628,-0.050140,0.513223,0.000001,1645.47278,-9.61921,-967.31903,-0.034680,-0.200000,-0.000000,1.000000,forward_flight
28.3544,-173.97839,72.79044,136.64098,-22.35165,2.08892,-34.54858,3.000834,1.210840,-0.100948,-0.061522,0.514061,0.000000,909.47083,-5.44416,-545.27704,-0.035888,-0.200000,-0.000000,1.000000,forward_flight
28.3752,-173.40367,72.79755,137.40894,-22.51515,2.13433,-34.42960,2.994726,1.222687,-0.105896,-0.064432,0.514106,0.000000,25.01655,0.38780,-6.41678,-0.036964,-0.200000,-0.000000,1.000000,forward_flight
28.3954,-173.40367,72.79755,137.40894,-22.51515,2.13433,-34.42960,2.994726,1.222687,-0.105896,-0.064432,0.514106,0.000000,25.01655,0.38780,-6.41678,-0.037861,-0.200000,-0.000000,1.000000,forward_flight
28.4158,-173.22281,72.79980,137.64706,-22.04598,2.13881,-34.70745,2.992724,1.226379,-0.107516,-0.072001,0.514522,-0.000033,1578.92908,-6.10344,-933.36572,-0.038607,-0.200000,0.000000,1.000000,forward_flight
28.4364,-171.70734,72.81864,139.57840,-22.59273,2.27887,-34.32445,2.974264,1.256670,-0.122445,-0.077108,0.514167,-0.000000,24.95870,0.43530,-6.69071,-0.039204,-0.200000,0.000000,1.000000,forward_flight
28.4569,-171.70734,72.81864,139.57840,-22.59273,2.27887,-34.32445,2.974264,1.256670,-0.122445,-0.077108,0.514167,-0.000000,24.95870,0.43530,-6.69071,-0.039633,-0.200000,0.000000,1.000000,forward_flight
28.4776,-171.51956,72.82097,139.81009,-22.12089,2.28850,-34.60545,2.971761,1.260343,-0.124480,-0.082153,0.513594,-0.000021,1191.63721,-1.52700,-707.08649,-0.039901,-0.200000,0.000000,1.000000,forward_flight
28.4982,-170.13612,72.83811,141.46837,-22.65351,2.43125,-34.23290,2.951698,1.286871,-0.140948,-0.084860,0.513035,0.000001,25.31956,0.49008,-7.21718,-0.039999,-0.200000,-0.000000,1.000000,forward_flight
28.5186,-169.95015,72.84042,141.68506,-22.66001,2.45010,-34.22238,2.948768,1.290369,-0.143381,-0.085522,0.512886,0.000001,25.31956,0.49008,-7.21718,-0.039932,-0.200000,-0.000000,1.000000,forward_flight
28.5393,-169.95015,72.84042,141.68506,-22.66001,2.45010,-34.22238,2.948768,1.290369,-0.143381,-0.085522,0.512886,0.000001,1456.58020,2.25664,-869.78857,-0.039696,-0.200000,-0.000000,1.000000,forward_flight
28.5603,-168.32777,72.86032,143.51561,-22.71072,2.61880,-34.13352,2.920498,1.320196,-0.167244,-0.089551,0.511275,0.000000,29.42327,0.54663,-10.06638,-0.039285,-0.200000,-0.000000,1.000000,forward_flight
28.5808,-168.13522,72.86266,143.72609,-22.71606,2.63917,-34.12327,2.916786,1.323657,-0.170431,-0.089851,0.511101,0.000000,25.10528,0.55241,-7.38844,-0.038720,-0.200000,-0.000000,1.000000,forward_flight
28.6012,-168.13522,72.86266,143.72609,-22.71606,2.63917,-34.12327,2.916786,1.323657,-0.170431,-0.089851,0.511101,0.000000,25.10528,0.55241,-7.38844,-0.037996,-0.200000,-0.000000,1.000000,forward_flight
28.6218,-167.92909,72.86517,143.94980,-22.23695,2.65773,-34.40919,2.912719,1.327345,-0.173935,-0.090510,0.509999,-0.000003,896.56647,4.14011,-548.01886,-0.037109,-0.200000,0.000000,1.000000,forward_flight
28.6425,-166.24730,72.88522,145.71751,-22.76160,2.83935,-34.02650,2.875452,1.356730,-0.206675,-0.090407,0.509065,0.000000,25.50239,0.62027,-7.94367,-0.036060,-0.200000,-0.000000,1.000000,forward_flight
28.6628,-166.24730,72.88522,145.71751,-22.76160,2.83935,-34.02650,2.875452,1.356730,-0.206675,-0.090407,0.509065,0.000000,25.50239,0.62027,-7.94367,-0.034883,-0.200000,-0.000000,1.000000,forward_flight
28.6832,-166.03902,72.88766,145.92955,-22.28009,2.86041,-34.31401,2.870258,1.360286,-0.211321,-0.088013,0.507491,0.000012,2082.32056,17.07392,-1254.23169,-0.033553,-0.200000,-0.000000,1.000000,forward_flight
28.7038,-164.50668,72.90532,147.44524,-22.79296,3.01829,-33.94298,2.827191,1.385826,-0.250521,-0.086532,0.506715,0.000000,25.68522,0.68954,-8.36308,-0.032081,-0.200000,-0.000000,1.000000,forward_flight
28.7242,-164.30148,72.90765,147.64253,-22.79609,3.03877,-33.93343,2.820667,1.389169,-0.256550,-0.086048,0.506555,0.000000,25.68522,0.68954,-8.36308,-0.030479,-0.200000,-0.000000,1.000000,forward_flight
28.7447,-164.08702,72.91005,147.84729,-22.31049,3.06126,-34.22301,2.813626,1.392640,-0.263077,-0.081868,0.505148,0.000019,1065.98633,12.67892,-639.07562,-0.028753,-0.200000,-0.000000,1.000000,forward_flight
28.7649,-162.29535,72.92968,149.50365,-22.82064,3.22818,-33.84362,2.744309,1.420784,-0.328422,-0.078001,0.504111,0.000000,25.73238,0.75530,-8.69129,-0.026927,-0.200000,-0.000000,1.000000,forward_flight
28.7856,-162.29535,72.92968,149.50365,-22.82064,3.22818,-33.84362,2.744309,1.420784,-0.328422,-0.078001,0.504111,0.000000,25.73238,0.75530,-8.69129,-0.024954,-0.200000,-0.000000,1.000000,forward_flight
28.8063,-162.07593,72.93202,149.70007,-22.33533,3.25045,-34.13233,2.734253,1.424118,-0.338026,-0.072358,0.502871,0.000026,1105.17712,16.71739,-662.85156,-0.022865,-0.200000,-0.000000,1.000000,forward_flight
28.8265,-160.96246,72.94364,150.67606,-22.69526,3.34259,-33.87139,2.676360,1.440624,-0.393788,-0.069836,0.502390,0.000000,29.59378,0.86263,-11.38637,-0.020735,-0.200000,-0.000000,1.000000,forward_flight
28.8471,-160.23976,72.95097,151.29126,-22.83623,3.39831,-33.75722,2.631312,1.450920,-0.437585,-0.067431,0.501993,-0.000000,25.12644,0.80438,-8.60225,-0.018488,-0.200000,0.000000,1.000000,forward_flight
28.8674,-160.23976,72.95097,151.29126,-22.83623,3.39831,-33.75722,2.631312,1.450920,-0.437585,-0.067431,0.501993,-0.000000,1565.71167,27.93901,-940.44495,-0.016186,-0.200000,0.000000,1.000000,forward_flight
28.8877,-158.86827,72.96442,152.42160,-22.70484,3.49647,-33.78708,2.523706,1.469358,-0.543121,-0.057058,0.500264,-0.000000,1048.05103,18.68754,-642.56543,-0.013823,-0.200000,0.000000,1.000000,forward_flight
28.9085,-158.12410,72.97145,153.01486,-22.84402,3.54210,-33.67356,2.449307,1.478604,-0.616567,-0.054243,0.499960,0.000000,25.83017,0.86348,-9.32382,-0.011345,-0.200000,-0.000000,1.000000,forward_flight
28.9288,-158.12410,72.97145,153.01486,-22.84402,3.54210,-33.67356,2.449307,1.478604,-0.616567,-0.054243,0.499960,0.000000,25.83017,0.86348,-9.32382,-0.008868,-0.200000,-0.000000,1.000000,forward_flight
28.9491,-157.89160,72.97363,153.19749,-22.35747,3.55927,-33.96075,2.423164,1.481359,-0.642434,-0.044220,0.498110,0.000045,1234.29834,24.80090,-737.82684,-0.006373,-0.200000,-0.000001,1.000000,forward_flight
28.9698,-155.95012,72.99107,154.67223,-22.84397,3.64968,-33.59353,2.136603,1.500934,-0.927285,-0.036905,0.497410,0.000000,30.12118,0.97938,-12.25578,-0.003789,-0.200000,-0.000000,1.000000,forward_flight
28.9905,-155.95012,72.99107,154.67223,-22.84397,3.64968,-33.59353,2.136603,1.500934,-0.927285,-0.036905,0.497410,0.000000,26.00077,0.90189,-9.70236,-0.001198,-0.200000,-0.000000,1.000000,forward_flight
29.0111,-155.71988,72.99306,154.84138,-22.35309,3.66053,-33.88195,2.093191,1.502739,-0.970554,-0.026878,0.496278,0.000044,1827.16846,38.86581,-1089.29529,0.001394,-0.200000,-0.000001,1.000000,forward_flight
29.0318,-154.51340,73.00325,155.70837,-22.70404,3.69671,-33.62656,1.832725,1.509714,-1.230492,-0.022639,0.495854,0.000000,29.62775,0.99555,-12.19327,0.003987,-0.200000,-0.000000,1.000000,forward_flight
29.0521,-153.96895,73.00772,156.08907,-22.83881,3.70892,-33.52458,1.700920,1.511292,-1.362187,-0.020429,0.495660,-0.000002,29.62775,0.99555,-12.19327,0.006516,-0.200000,0.000000,1.000000,forward_flight
29.0729,-152.83038,73.01686,156.86540,-22.83446,3.72600,-33.48579,1.418349,1.511104,-1.644737,-0.012078,0.495747,-0.000001,26.66781,0.93776,-10.46531,0.009080,-0.200000,0.000000,1.000000,forward_flight
29.0932,-152.59535,73.01872,157.02231,-22.50607,3.72673,-33.67484,1.361866,1.510482,-1.701242,-0.004770,0.497357,0.000016,26.31908,0.93017,-10.34760,0.011545,-0.200000,-0.000000,1.000000,forward_flight
29.1135,-151.70999,73.02561,157.60336,-22.83125,3.73101,-33.44644,1.163647,1.506536,-1.899694,-0.003047,0.497883,-0.000001,26.31908,0.93017,-10.34760,0.013957,-0.200000,0.000000,1.000000,forward_flight
29.1338,-150.55637,73.03439,158.33699,-22.83070,3.72270,-33.40237,0.949706,1.498221,-2.114226,0.006964,0.501179,-0.000001,26.28366,0.92463,-10.39794,0.016325,-0.200000,0.000000,1.000000,forward_flight
29.1549,-150.55637,73.03439,158.33699,-22.83070,3.72270,-33.40237,0.949706,1.498221,-2.114226,0.006964,0.501179,-0.000001,1162.82068,23.93068,-680.67639,0.018708,-0.200000,0.000000,1.000000,forward_flight
29.1756,-149.40027,73.04301,159.04636,-22.83268,3.70075,-33.35618,0.786028,1.487326,-2.278823,0.016177,0.503768,-0.000000,26.50762,0.91978,-10.67603,0.020968,-0.200000,0.000000,1.000000,forward_flight
29.1961,-149.15863,73.04482,159.19141,-22.50224,3.68818,-33.54250,0.757405,1.484817,-2.307673,0.023533,0.505320,0.000018,26.28997,0.90182,-10.66078,0.023110,-0.200000,-0.000000,1.000000,forward_flight
29.2167,-148.23988,73.05161,159.73308,-22.83583,3.66599,-33.30889,0.663084,1.474737,-2.402981,0.025324,0.505679,-0.000002,26.28997,0.90182,-10.66078,0.025172,-0.200000,0.000000,1.000000,forward_flight
29.2373,-147.06934,73.06023,160.40082,-22.83953,3.61773,-33.26100,0.569799,1.460978,-2.497783,0.033873,0.506976,-0.000000,26.04473,0.87993,-10.66886,0.027136,-0.200000,0.000000,1.000000,forward_flight
29.2579,-146.82367,73.06204,160.53781,-22.50420,3.59526,-33.44904,0.553267,1.457998,-2.514668,0.041164,0.507904,0.000017,1333.75671,22.79035,-772.53589,0.028978,-0.200000,-0.000000,1.000000,forward_flight
29.2783,-145.87711,73.06903,161.05574,-22.84325,3.55562,-33.21201,0.497393,1.446281,-2.572014,0.042829,0.508079,-0.000001,26.53149,0.86766,-11.08935,0.030687,-0.200000,0.000000,1.000000,forward_flight
29.2987,-144.69199,73.07790,161.68219,-22.84658,3.48074,-33.16347,0.441547,1.431240,-2.629954,0.051519,0.508912,-0.000001,26.12994,0.83697,-10.98435,0.032268,-0.200000,0.000000,1.000000,forward_flight
29.3190,-144.69199,73.07790,161.68219,-22.84658,3.48074,-33.16347,0.441547,1.431240,-2.629954,0.051519,0.508912,-0.000001,26.12994,0.83697,-10.98435,0.033709,-0.200000,0.000000,1.000000,forward_flight
29.3395,-143.47589,73.08721,162.30008,-22.84924,3.39095,-33.11445,0.396343,1.415530,-2.677574,0.059250,0.509143,-0.000001,26.56722,0.81599,-11.41244,0.035022,-0.200000,0.000000,1.000000,forward_flight
29.3600,-143.22414,73.08919,162.42487,-22.51706,3.35266,-33.29956,0.388202,1.412256,-2.686246,0.065093,0.509181,0.000013,26.23723,0.78208,-11.35216,0.036194,-0.200000,-0.000000,1.000000,forward_flight
29.3806,-142.26945,73.09679,162.88870,-22.85070,3.28998,-33.06634,0.360436,1.399785,-2.716110,0.066388,0.509160,-0.000000,26.23723,0.78208,-11.35216,0.037218,-0.200000,0.000000,1.000000,forward_flight
29.4012,-141.05844,73.10677,163.45564,-22.85074,3.17778,-33.01884,0.331114,1.383894,-2.748267,0.072225,0.508826,-0.000000,26.25836,0.75128,-11.51982,0.038088,-0.200000,0.000000,1.000000,forward_flight
29.4217,-140.80402,73.10892,163.57172,-22.51446,3.12888,-33.20546,0.325654,1.380550,-2.754345,0.076719,0.508581,0.000010,1386.82971,10.03140,-791.73041,0.038797,-0.200000,-0.000000,1.000000,forward_flight
29.4423,-139.82823,73.11741,164.00746,-22.84927,3.05354,-32.97086,0.306603,1.367713,-2.775832,0.077714,0.508510,-0.000000,26.37064,0.71982,-11.72449,0.039345,-0.200000,0.000000,1.000000,forward_flight
29.4628,-138.59488,73.12868,164.53682,-22.84641,2.91933,-32.92293,0.286176,1.351481,-2.799475,0.082475,0.508127,-0.000000,26.72700,0.68808,-12.07796,0.039727,-0.200000,0.000000,1.000000,forward_flight
29.4831,-138.59488,73.12868,164.53682,-22.84641,2.91933,-32.92293,0.286176,1.351481,-2.799475,0.082475,0.508127,-0.000000,26.72700,0.68808,-12.07796,0.039943,-0.200000,0.000000,1.000000,forward_flight
29.5035,-137.36313,73.14063,165.04210,-22.84207,2.77662,-32.87528,0.269044,1.335284,-2.819945,0.086157,0.507545,0.000000,26.19201,0.65202,-11.91851,0.039998,-0.200000,-0.000000,1.000000,forward_flight
29.5239,-137.10434,73.14325,165.14531,-22.50975,2.71323,-33.05788,0.265795,1.331886,-2.823907,0.088398,0.506979,0.000005,1513.44055,0.15431,-856.72125,0.039887,-0.200000,-0.000000,1.000000,forward_flight
29.5446,-136.12746,73.15343,165.52588,-22.83620,2.62608,-32.82749,0.254477,1.319071,-2.837950,0.088855,0.506836,-0.000000,25.97501,0.61866,-11.93565,0.039607,-0.200000,0.000000,1.000000,forward_flight
29.5656,-134.86977,73.16741,165.99483,-22.82859,2.46643,-32.77856,0.241815,1.302616,-2.854170,0.090469,0.506021,-0.000001,26.39933,0.58522,-12.32943,0.039154,-0.200000,0.000000,1.000000,forward_flight
29.5862,-134.60847,73.17044,166.08931,-22.49306,2.39391,-32.96130,0.239420,1.299204,-2.857310,0.091092,0.505379,0.000002,26.39933,0.58522,-12.32943,0.038542,-0.200000,-0.000000,1.000000,forward_flight
29.6067,-133.61469,73.18235,166.43968,-22.81943,2.30185,-32.72931,0.230943,1.286248,-2.868619,0.091197,0.505236,-0.000000,26.31175,0.55275,-12.42580,0.037775,-0.200000,0.000000,1.000000,forward_flight
29.6271,-132.34546,73.19862,166.86638,-22.80859,2.13144,-32.67904,0.221403,1.269753,-2.881769,0.090683,0.504342,-0.000000,26.09879,0.52263,-12.45683,0.036851,-0.200000,0.000000,0.958701,forward_flight
29.6478,-132.34546,73.19862,166.86638,-22.80859,2.13144,-32.67904,0.221403,1.269753,-2.881769,0.090683,0.504342,-0.000000,26.09879,0.52263,-12.45683,0.035766,-0.200000,0.000000,0.958701,forward_flight
29.6681,-131.09418,73.21587,167.26460,-22.79642,1.96053,-32.62888,0.213169,1.253549,-2.893528,0.089666,0.503534,-0.000000,25.80954,0.49570,-12.44126,0.034548,-0.200000,0.000000,0.828445,forward_flight
29.6889,-131.09418,73.21587,167.26460,-22.79642,1.96053,-32.62888,0.213169,1.253549,-2.893528,0.089666,0.503534,-0.000000,839.58429,-8.82825,-64.32855,0.033163,-0.200000,0.000000,0.828445,forward_flight
29.7096,-129.82300,73.23481,167.64816,-22.83975,1.76763,-32.35021,0.205001,1.235339,-2.905581,0.107083,0.623129,-0.000000,26.64819,0.45268,-3.62212,0.031638,-0.200000,0.000000,0.709456,forward_flight
29.7301,-129.55937,73.23895,167.72556,-22.52866,1.66081,-32.11866,0.203150,1.230881,-2.908366,0.120321,0.737034,-0.000026,1478.43616,-18.53961,707.24133,0.029998,-0.200000,0.000000,0.690795,forward_flight
29.7504,-128.55281,73.25559,168.01631,-23.02711,1.53861,-31.62586,0.195847,1.212021,-2.919506,0.119292,0.740787,-0.000000,26.45915,0.41818,5.28841,0.028249,-0.200000,0.000000,0.596310,forward_flight
29.7709,-127.31230,73.27808,168.36533,-23.16009,1.32104,-30.80700,0.188110,1.189483,-2.931620,0.097851,0.647767,0.000000,26.91536,0.38714,4.35899,0.026371,-0.200000,-0.000000,0.511213,forward_flight
29.7917,-127.05511,73.28301,168.43645,-22.81720,1.21247,-30.25948,0.186740,1.185190,-2.933797,0.082104,0.601284,-0.000026,1589.83740,-25.57196,1833.79321,0.024342,-0.200000,0.000000,0.516346,forward_flight
29.8121,-126.07929,73.30278,168.70476,-23.18298,1.12339,-29.74772,0.181859,1.169336,-2.941505,0.080396,0.597428,-0.000000,27.37966,0.35105,17.82801,0.022260,-0.200000,0.000000,0.464119,forward_flight
29.8327,-124.88433,73.32932,169.03271,-23.15901,0.94511,-28.53390,0.176295,1.149997,-2.950265,0.068865,0.583114,-0.000000,27.08289,0.33878,18.69610,0.020069,-0.200000,0.000000,0.438241,forward_flight
29.8530,-124.88433,73.32932,169.03271,-23.15901,0.94511,-28.53390,0.176295,1.149997,-2.950265,0.068865,0.583114,-0.000000,1196.31970,-22.87552,1370.61694,0.017828,-0.200000,0.000000,0.438241,forward_flight
