t,x,y,z,vx_b,vy_b,vz_b,phi,theta,psi,p,q,r,ax_b,ay_b,az_b,cmd_roll,cmd_pitch,cmd_yaw,cmd_thrust,phase
0.0000,-0.00047,0.00006,0.02055,0.00000,0.00000,0.00000,-0.000268,-0.310680,-3.140503,0.000000,0.000000,-0.000000,-2.99897,-0.00250,-9.34036,0.000000,0.267009,0.000000,0.278324,settle
0.0255,-0.00047,0.00006,0.02055,0.00256,-0.00007,0.00059,-0.000268,-0.310680,-3.140503,0.001063,-0.007994,0.000965,44.18651,-4.78369,-14.71865,0.000000,0.267467,-0.000014,0.278354,settle
0.0477,-0.00055,0.00005,0.02062,0.01654,-0.00002,-0.01111,-0.000369,-0.310495,-3.140417,-0.000998,-0.137415,0.000427,92.05011,1.89334,-143.58176,0.000000,0.274724,-0.000006,0.277753,settle
0.0686,-0.00238,0.00005,0.01961,0.06047,0.00055,-0.06337,-0.000355,-0.293809,-3.140352,0.000652,-0.722225,-0.000256,-1.27517,0.01800,-10.75494,0.000000,0.293891,0.000004,0.273696,settle
0.0895,-0.00238,0.00005,0.01961,0.06047,0.00055,-0.06337,-0.000355,-0.293809,-3.140352,0.000652,-0.722225,-0.000256,-1.27517,0.01800,-10.75494,0.000000,0.293891,0.000004,0.273696,settle
0.1101,-0.00797,-0.00006,0.01741,0.18009,0.00350,-0.09640,-0.000317,-0.255724,-3.140363,0.002289,-0.899098,-0.000492,112.67342,0.13622,-28.63821,0.000000,0.271293,0.000007,0.269087,settle
0.1310,-0.01305,-0.00015,0.01632,0.21804,0.00345,-0.09930,-0.000242,-0.236100,-3.140373,0.003535,-0.776886,0.000165,0.03349,0.00022,-9.95679,0.000000,0.247426,-0.000002,0.267597,settle
0.1519,-0.01480,-0.00018,0.01601,0.25974,0.00338,-0.10562,-0.000221,-0.230982,-3.140372,0.001829,-0.664082,0.000529,121.06932,0.10821,-31.80058,0.000000,0.236563,-0.000008,0.266949,settle
0.1726,-0.01480,-0.00018,0.01601,0.25974,0.00338,-0.10562,-0.000221,-0.230982,-3.140372,0.001829,-0.664082,0.000529,121.06932,0.10821,-31.80058,0.000000,0.236563,-0.000008,0.266949,settle
0.1932,-0.01949,-0.00023,0.01527,0.33298,0.00327,-0.11469,-0.000192,-0.219671,-3.140365,0.000095,-0.612564,0.000211,156.16537,0.13713,-35.91846,0.000000,0.223890,-0.000003,0.265790,settle
0.2135,-0.03156,-0.00038,0.01382,0.36514,0.00322,-0.11156,-0.000184,-0.197443,-3.140358,0.000298,-0.623465,-0.000009,-0.29395,-0.00028,-9.82281,0.000000,0.205411,0.000000,0.264672,settle
0.2344,-0.04785,-0.00053,0.01238,0.42473,0.00313,-0.10914,-0.000165,-0.172917,-3.140367,0.000485,-0.598600,-0.000167,-0.02432,-0.00002,-9.84471,0.000000,0.182909,0.000003,0.263555,settle
0.2549,-0.05109,-0.00056,0.01214,0.45572,0.00309,-0.10922,-0.000162,-0.168770,-3.140368,0.000418,-0.525373,-0.000104,70.42151,0.06712,-10.99535,0.000000,0.175149,0.000002,0.263359,settle
0.2755,-0.05906,-0.00062,0.01161,0.47676,0.00306,-0.10430,-0.000154,-0.159787,-3.140372,0.000370,-0.479169,-0.000042,70.42151,0.06712,-10.99535,0.000000,0.164781,0.000001,0.263204,settle
0.2962,-0.05906,-0.00062,0.01161,0.50868,0.00301,-0.10138,-0.000154,-0.159787,-3.140372,0.000324,-0.453019,0.000033,54.01730,0.05326,-2.55033,0.000000,0.163283,-0.000000,0.263350,settle
0.3168,-0.09578,-0.00088,0.01052,0.56613,0.00293,-0.07774,-0.000131,-0.128451,-3.140374,0.000284,-0.436809,0.000029,41.98573,0.04247,-4.11488,0.000000,0.135423,-0.000000,0.263314,settle
0.3372,-0.09980,-0.00091,0.01051,0.57497,0.00292,-0.07493,-0.000130,-0.125432,-3.140375,0.000275,-0.434729,0.000020,0.02586,0.00003,-9.57200,0.000000,0.132709,-0.000000,0.263352,settle
0.3581,-0.10391,-0.00094,0.01051,0.59670,0.00289,-0.07056,-0.000128,-0.122560,-3.140375,0.000254,-0.384302,-0.000002,56.43887,0.05948,-2.69546,0.000000,0.127351,0.000000,0.263475,settle
0.3788,-0.10391,-0.00094,0.01051,0.59670,0.00289,-0.07056,-0.000128,-0.122560,-3.140375,0.000254,-0.384302,-0.000002,-0.95661,-0.00101,-9.72152,0.000000,0.127351,0.000000,0.263475,settle
0.3995,-0.13668,-0.00114,0.01090,0.65079,0.00282,-0.05337,-0.000115,-0.103792,-3.140378,0.000200,-0.337053,-0.000008,31.16983,0.03497,-6.65854,0.000000,0.108515,0.000000,0.263765,settle
0.4202,-0.14730,-0.00120,0.01115,0.66967,0.00279,-0.04810,-0.000112,-0.098316,-3.140378,0.000185,-0.321412,-0.000000,-0.12015,-0.00013,-9.70066,0.000000,0.102912,0.000000,0.263881,settle
0.4409,-0.16840,-0.00132,0.01174,0.69449,0.00276,-0.03945,-0.000106,-0.088621,-3.140380,0.000164,-0.282617,0.000004,0.00331,0.00002,-9.69228,0.000000,0.092357,-0.000000,0.264071,settle
0.4616,-0.16840,-0.00132,0.01174,0.69449,0.00276,-0.03945,-0.000106,-0.088621,-3.140380,0.000164,-0.282617,0.000004,23.81617,0.02908,-7.61703,0.000000,0.092357,-0.000000,0.264071,settle
0.4822,-0.16840,-0.00132,0.01174,0.69449,0.00276,-0.03945,-0.000106,-0.088621,-3.140380,0.000164,-0.282617,0.000004,56.28332,0.07384,-4.88529,0.000000,0.092357,-0.000000,0.264071,settle
0.5029,-0.20586,-0.00152,0.01306,0.73498,0.00272,-0.02599,-0.000098,-0.074813,-3.140381,0.000130,-0.246508,-0.000000,25.50283,0.03447,-7.31541,0.000000,0.078421,0.000000,0.264444,settle
0.5236,-0.23586,-0.00167,0.01430,0.75619,0.00270,-0.01688,-0.000093,-0.065260,-3.140382,0.000114,-0.219559,-0.000001,-0.02137,-0.00001,-9.73079,0.000000,0.068667,0.000000,0.264721,settle
0.5444,-0.24113,-0.00170,0.01453,0.76705,0.00269,-0.01478,-0.000092,-0.063772,-3.140382,0.000105,-0.199935,-0.000001,29.46786,0.04503,-7.20706,0.000000,0.066263,0.000000,0.264801,settle
0.5650,-0.24113,-0.00170,0.01453,0.76705,0.00269,-0.01478,-0.000092,-0.063772,-3.140382,0.000105,-0.199935,-0.000001,29.46786,0.04503,-7.20706,0.000000,0.066263,0.000000,0.264801,settle
0.5855,-0.25395,-0.00176,0.01510,0.78587,0.00267,-0.01076,-0.000091,-0.060421,-3.140382,0.000090,-0.177955,0.000000,45.15771,0.07438,-6.56862,0.000000,0.062124,-0.000000,0.264946,settle
0.6062,-0.28199,-0.00190,0.01641,0.79368,0.00267,-0.00510,-0.000087,-0.053929,-3.140383,0.000083,-0.175304,0.000000,22.80260,0.03894,-8.17086,0.000000,0.056393,-0.000000,0.265131,settle
0.6267,-0.30859,-0.00202,0.01769,0.80539,0.00266,0.00027,-0.000085,-0.048196,-3.140383,0.000076,-0.169340,0.000000,-0.10933,-0.00016,-9.77405,0.000000,0.051124,-0.000000,0.265321,settle
0.6475,-0.31988,-0.00208,0.01824,0.81611,0.00265,0.00272,-0.000084,-0.045927,-3.140383,0.000068,-0.150369,-0.000000,19.56128,0.03881,-8.77919,0.000000,0.048087,0.000000,0.265416,settle
0.6680,-0.31988,-0.00208,0.01824,0.81611,0.00265,0.00272,-0.000084,-0.045927,-3.140383,0.000068,-0.150369,-0.000000,19.56128,0.03881,-8.77919,0.000000,0.048087,0.000000,0.265416,settle
0.6885,-0.33375,-0.00214,0.01892,0.82919,0.00265,0.00530,-0.000082,-0.043369,-3.140384,0.000058,-0.129675,-0.000000,33.65601,0.07331,-8.86739,0.000000,0.044702,0.000000,0.265514,settle
0.7096,-0.36344,-0.00229,0.02040,0.83548,0.00265,0.00943,-0.000080,-0.038595,-3.140384,0.000054,-0.129785,-0.000000,17.01482,0.03938,-9.36309,0.000000,0.040606,0.000000,0.265669,settle
0.7304,-0.39121,-0.00240,0.02179,0.84247,0.00265,0.01314,-0.000078,-0.034337,-3.140385,0.000048,-0.125504,0.000000,-0.04188,-0.00004,-9.80116,0.000000,0.036701,-0.000000,0.265813,settle
0.7509,-0.40316,-0.00246,0.02239,0.84978,0.00265,0.01458,-0.000078,-0.032649,-3.140385,0.000044,-0.108718,0.000000,16.32033,0.04443,-9.96905,0.000000,0.034289,-0.000000,0.265871,settle
0.7714,-0.40316,-0.00246,0.02239,0.84978,0.00265,0.01458,-0.000078,-0.032649,-3.140385,0.000044,-0.108718,0.000000,16.32033,0.04443,-9.96905,0.000000,0.034289,-0.000000,0.265871,settle
0.7919,-0.41734,-0.00252,0.02309,0.85861,0.00265,0.01584,-0.000077,-0.030829,-3.140385,0.000037,-0.093002,0.000000,17.39626,0.05284,-10.64846,0.000000,0.031824,-0.000000,0.265918,settle
0.8126,-0.44813,-0.00267,0.02460,0.86284,0.00266,0.01856,-0.000076,-0.027398,-3.140385,0.000034,-0.093197,0.000000,10.09533,0.03432,-10.51288,0.000000,0.028886,-0.000000,0.266027,settle
0.8332,-0.48293,-0.00281,0.02631,0.86888,0.00266,0.02132,-0.000074,-0.023707,-3.140385,0.000030,-0.088810,-0.000000,-0.04159,-0.00004,-9.82222,0.000000,0.025463,0.000000,0.266140,settle
0.8540,-0.48910,-0.00284,0.02661,0.87232,0.00267,0.02150,-0.000074,-0.023099,-3.140385,0.000028,-0.079061,-0.000000,9.80341,0.03857,-10.94328,0.000000,0.024382,0.000000,0.266146,settle
0.8749,-0.48910,-0.00284,0.02661,0.87232,0.00267,0.02150,-0.000074,-0.023099,-3.140385,0.000028,-0.079061,-0.000000,9.80341,0.03857,-10.94328,0.000000,0.024382,0.000000,0.266146,settle
0.8958,-0.50375,-0.00290,0.02731,0.87819,0.00268,0.02180,-0.000074,-0.021767,-3.140385,0.000024,-0.066105,0.000000,5.34029,0.02536,-10.82996,0.000000,0.022494,-0.000000,0.266153,settle
0.9167,-0.55020,-0.00311,0.02947,0.88278,0.00269,0.02405,-0.000072,-0.018194,-3.140386,0.000020,-0.065901,-0.000000,6.15628,0.03134,-11.10777,0.000000,0.019412,0.000000,0.266247,settle
0.9373,-0.57086,-0.00319,0.03041,0.88474,0.00270,0.02495,-0.000072,-0.016682,-3.140386,0.000019,-0.063379,-0.000000,-0.03919,-0.00002,-9.83668,0.000000,0.017968,0.000000,0.266284,settle
0.9581,-0.57703,-0.00322,0.03068,0.88658,0.00270,0.02486,-0.000072,-0.016259,-3.140386,0.000018,-0.057363,-0.000000,6.80243,0.03987,-11.61848,0.000000,0.017260,0.000000,0.266278,settle
0.9784,-0.57703,-0.00322,0.03068,0.88658,0.00270,0.02486,-0.000072,-0.016259,-3.140386,0.000018,-0.057363,-0.000000,6.80243,0.03987,-11.61848,0.000000,0.017260,0.000000,0.266278,settle
0.9989,-0.62570,-0.00343,0.03279,0.89207,0.00273,0.02553,-0.000071,-0.013454,-3.140386,0.000015,-0.047510,0.000000,2.80832,0.02139,-10.93899,0.000000,0.014285,-0.000000,0.266300,settle
1.0192,-0.63906,-0.00349,0.03335,0.89341,0.00274,0.02560,-0.000071,-0.012739,-3.140386,0.000013,-0.045600,0.000000,-0.02167,0.00013,-9.85238,0.000000,0.013561,-0.000000,0.266302,settle
1.0401,-0.65996,-0.00357,0.03421,0.89458,0.00274,0.02596,-0.000070,-0.011718,-3.140386,0.000012,-0.041713,0.000000,2.11246,0.02055,-10.95621,0.000000,0.012461,-0.000000,0.266316,settle
1.0608,-0.66617,-0.00360,0.03446,0.89568,0.00275,0.02566,-0.000070,-0.011436,-3.140386,0.000012,-0.039157,0.000000,2.11246,0.02055,-10.95621,0.000000,0.012072,-0.000000,0.266300,settle
1.0814,-0.68078,-0.00366,0.03504,0.89802,0.00277,0.02483,-0.000070,-0.010804,-3.140386,0.000010,-0.034120,-0.000000,4.81034,0.05752,-13.01522,0.000000,0.011241,0.000000,0.266257,settle
1.1021,-0.68078,-0.00366,0.03504,0.89802,0.00277,0.02483,-0.000070,-0.010804,-3.140386,0.000010,-0.034120,-0.000000,2.73638,0.03593,-11.80190,0.000000,0.011241,0.000000,0.266257,settle
1.1224,-0.74305,-0.00393,0.03742,0.89994,0.00279,0.02549,-0.000069,-0.008466,-3.140386,0.000008,-0.031611,-0.000000,-0.03218,0.00009,-9.84930,0.000000,0.009087,0.000000,0.266284,settle
1.1433,-0.74930,-0.00396,0.03765,0.90022,0.00280,0.02545,-0.000069,-0.008247,-3.140386,0.000008,-0.031457,0.000000,-0.04267,-0.00006,-9.84092,0.000000,0.008890,-0.000000,0.266281,settle
1.1639,-0.75594,-0.00398,0.03789,0.90092,0.00281,0.02501,-0.000069,-0.008016,-3.140387,0.000008,-0.029455,0.000000,2.06586,0.03964,-11.92738,0.000000,0.008577,-0.000000,0.266259,settle
1.1841,-0.75594,-0.00398,0.03789,0.90092,0.00281,0.02501,-0.000069,-0.008016,-3.140387,0.000008,-0.029455,0.000000,2.62565,0.06609,-13.24892,0.000000,0.008577,-0.000000,0.266259,settle
1.2049,-0.80348,-0.00419,0.03955,0.90231,0.00284,0.02453,-0.000069,-0.006632,-3.140387,0.000006,-0.023767,-0.000000,0.86442,0.02553,-11.15731,0.000000,0.007061,0.000000,0.266233,settle
1.2255,-0.81824,-0.00425,0.04005,0.90270,0.00285,0.02422,-0.000069,-0.006242,-3.140387,0.000005,-0.022742,-0.000000,-0.04006,-0.00001,-9.84181,0.000000,0.006668,0.000000,0.266216,settle
1.2480,-0.84645,-0.00437,0.04097,0.90313,0.00287,0.02385,-0.000069,-0.005560,-3.140387,0.000005,-0.019483,0.000000,0.79976,0.04669,-12.01922,0.000000,0.005895,-0.000000,0.266197,settle
1.2688,-0.84645,-0.00437,0.04097,0.90313,0.00287,0.02385,-0.000069,-0.005560,-3.140387,0.000005,-0.019483,0.000000,0.79976,0.04669,-12.01922,0.000000,0.005895,-0.000000,0.266197,settle
1.2893,-0.86168,-0.00442,0.04146,0.90342,0.00289,0.02312,-0.000069,-0.005230,-3.140387,0.000004,-0.016909,-0.000000,0.46097,0.05571,-12.25018,0.000000,0.005464,0.000000,0.266160,settle
1.3100,-0.90902,-0.00463,0.04292,0.90349,0.00292,0.02298,-0.000068,-0.004332,-3.140387,0.000003,-0.015978,-0.000000,0.12129,0.02964,-11.12781,0.000000,0.004638,0.000000,0.266151,settle
1.3308,-0.93043,-0.00472,0.04355,0.90346,0.00292,0.02299,-0.000068,-0.003959,-3.140387,0.000003,-0.015188,-0.000000,-0.04035,-0.00003,-9.83465,0.000000,0.004273,0.000000,0.266152,settle
1.3512,-0.93043,-0.00472,0.04355,0.90346,0.00292,0.02299,-0.000068,-0.003959,-3.140387,0.000003,-0.015188,-0.000000,-0.29147,0.03780,-11.29951,0.000000,0.004273,0.000000,0.266152,settle
1.3720,-0.93676,-0.00475,0.04374,0.90340,0.00294,0.02262,-0.000068,-0.003857,-3.140387,0.000003,-0.013389,-0.000000,-0.29147,0.03780,-11.29951,0.000000,0.004082,0.000000,0.266133,settle
1.3932,-0.98449,-0.00495,0.04510,0.90300,0.00297,0.02195,-0.000068,-0.003204,-3.140387,0.000002,-0.011669,-0.000000,-0.50727,0.03079,-11.01268,0.000000,0.003422,0.000000,0.266099,settle
1.4141,-0.98449,-0.00495,0.04510,0.90300,0.00297,0.02195,-0.000068,-0.003204,-3.140387,0.000002,-0.011669,-0.000000,-0.67699,0.03539,-11.13538,0.000000,0.003422,0.000000,0.266099,settle
1.4349,-1.02051,-0.00510,0.04607,0.90261,0.00299,0.02159,-0.000068,-0.002760,-3.140387,0.000002,-0.010305,0.000000,-0.04047,-0.00002,-9.83293,0.000000,0.002962,-0.000000,0.266080,settle
1.4554,-1.02688,-0.00513,0.04624,0.90233,0.00300,0.02123,-0.000068,-0.002689,-3.140387,0.000002,-0.009379,0.000000,-0.83789,0.03381,-10.97703,0.000000,0.002849,-0.000000,0.266063,settle
1.4757,-1.04219,-0.00519,0.04664,0.90173,0.00303,0.02065,-0.000068,-0.002530,-3.140387,0.000002,-0.008215,-0.000000,-0.83789,0.03381,-10.97703,0.000000,0.002645,0.000000,0.266033,settle
1.4963,-1.04219,-0.00519,0.04664,0.90173,0.00303,0.02065,-0.000068,-0.002530,-3.140387,0.000002,-0.008215,-0.000000,-1.09081,0.03556,-10.89023,0.000000,0.002645,0.000000,0.266033,settle
1.5169,-1.10492,-0.00547,0.04822,0.90090,0.00306,0.02037,-0.000068,-0.001964,-3.140387,0.000001,-0.007698,-0.000000,-1.19884,0.03602,-10.86570,0.000000,0.002129,0.000000,0.266019,settle
1.5374,-1.11117,-0.00550,0.04837,0.90075,0.00306,0.02028,-0.000068,-0.001911,-3.140387,0.000001,-0.007642,-0.000000,-0.04089,0.00000,-9.82927,0.000000,0.002080,0.000000,0.266015,settle
1.5580,-1.11742,-0.00553,0.04853,0.89992,0.00309,0.01967,-0.000068,-0.001860,-3.140387,0.000001,-0.006062,0.000000,-0.04089,0.00000,-9.82927,0.000000,0.001946,-0.000000,0.265984,settle
1.5785,-1.11742,-0.00553,0.04853,0.89992,0.00309,0.01967,-0.000068,-0.001860,-3.140387,0.000001,-0.006062,0.000000,-2.82902,0.07545,-11.95758,0.000000,0.001946,-0.000000,0.265984,settle
1.5996,-1.17074,-0.00578,0.04979,0.89913,0.00311,0.01946,-0.000068,-0.001498,-3.140387,0.000001,-0.005703,0.000000,-0.03998,-0.00002,-9.82636,0.000000,0.001614,-0.000000,0.265973,settle
1.6204,-1.17715,-0.00581,0.04993,0.89864,0.00312,0.01919,-0.000068,-0.001457,-3.140387,0.000001,-0.005365,-0.000000,-1.47910,0.03494,-10.69721,0.000000,0.001560,0.000000,0.265960,settle
1.6410,-1.17715,-0.00581,0.04993,0.89864,0.00312,0.01919,-0.000068,-0.001457,-3.140387,0.000001,-0.005365,-0.000000,-1.47910,0.03494,-10.69721,0.000000,0.001560,0.000000,0.265960,settle
1.6619,-1.19234,-0.00587,0.05028,0.89765,0.00315,0.01871,-0.000068,-0.001367,-3.140387,0.000001,-0.004526,-0.000000,-0.57580,0.01202,-10.11999,0.000000,0.001434,0.000000,0.265936,settle
1.6826,-1.23984,-0.00607,0.05134,0.89672,0.00317,0.01843,-0.000068,-0.001123,-3.140387,0.000001,-0.004433,-0.000000,-1.29836,0.02764,-10.47821,0.000000,0.001219,0.000000,0.265922,settle
1.7034,-1.26090,-0.00618,0.05179,0.89626,0.00318,0.01829,-0.000068,-0.001021,-3.140387,0.000001,-0.004254,0.000000,-0.03993,-0.00002,-9.82469,0.000000,0.001121,-0.000000,0.265915,settle
1.7241,-1.26090,-0.00618,0.05179,0.89626,0.00318,0.01829,-0.000068,-0.001021,-3.140387,0.000001,-0.004254,0.000000,-0.03993,-0.00002,-9.82469,0.000000,0.001121,-0.000000,0.265915,settle
1.7447,-1.26719,-0.00621,0.05192,0.89513,0.00321,0.01782,-0.000068,-0.000992,-3.140387,0.000001,-0.003300,0.000000,-2.48417,0.05045,-10.85627,0.000000,0.001042,-0.000000,0.265891,settle
1.7653,-1.32066,-0.00646,0.05304,0.89413,0.00323,0.01758,-0.000068,-0.000790,-3.140387,0.000001,-0.003215,-0.000000,-0.04002,-0.00001,-9.82313,0.000000,0.000864,0.000000,0.265879,settle
1.7858,-1.32066,-0.00646,0.05304,0.89413,0.00323,0.01758,-0.000068,-0.000790,-3.140387,0.000001,-0.003215,-0.000000,-0.04002,-0.00001,-9.82313,0.000000,0.000864,0.000000,0.265879,settle
1.8063,-1.32687,-0.00649,0.05316,0.89294,0.00326,0.01717,-0.000068,-0.000768,-3.140387,0.000000,-0.002614,-0.000000,-2.60777,0.05007,-10.70984,0.000000,0.000810,0.000000,0.265859,settle
1.8270,-1.37414,-0.00672,0.05411,0.89213,0.00328,0.01703,-0.000068,-0.000627,-3.140387,0.000000,-0.002429,-0.000000,-0.04037,-0.00000,-9.82049,0.000000,0.000678,0.000000,0.265852,settle
1.8474,-1.38035,-0.00675,0.05423,0.89189,0.00328,0.01698,-0.000068,-0.000611,-3.140387,0.000000,-0.002407,-0.000000,-0.04037,-0.00000,-9.82049,0.000000,0.000663,0.000000,0.265849,settle
1.8682,-1.38656,-0.00678,0.05435,0.89065,0.00331,0.01663,-0.000068,-0.000594,-3.140387,0.000000,-0.002035,0.000000,-2.70107,0.04984,-10.59743,0.000000,0.000627,-0.000000,0.265831,settle
1.8889,-1.41859,-0.00692,0.05497,0.89010,0.00332,0.01654,-0.000068,-0.000518,-3.140387,0.000000,-0.001934,0.000000,-1.82090,0.03313,-10.31461,0.000000,0.000556,-0.000000,0.265827,settle
1.9102,-1.43953,-0.00703,0.05537,0.88956,0.00333,0.01643,-0.000068,-0.000472,-3.140387,0.000000,-0.001879,-0.000000,-0.03927,-0.00002,-9.81925,0.000000,0.000514,0.000000,0.265822,settle
1.9310,-1.43953,-0.00703,0.05537,0.88956,0.00333,0.01643,-0.000068,-0.000472,-3.140387,0.000000,-0.001879,-0.000000,-0.03927,-0.00002,-9.81925,0.000000,0.000514,0.000000,0.265822,settle
1.9517,-1.47844,-0.00721,0.05610,0.88770,0.00337,0.01602,-0.000068,-0.000398,-3.140387,0.000000,-0.001528,-0.000000,-0.04621,0.00011,-9.82137,0.000000,0.000430,0.000000,0.265801,settle
1.9726,-1.49883,-0.00731,0.05647,0.88716,0.00338,0.01590,-0.000068,-0.000364,-3.140387,0.000000,-0.001523,-0.000000,-0.04020,-0.00000,-9.81994,0.000000,0.000400,0.000000,0.265795,settle
1.9936,-1.49883,-0.00731,0.05647,0.88716,0.00338,0.01590,-0.000068,-0.000364,-3.140387,0.000000,-0.001523,-0.000000,-0.04020,-0.00000,-9.81994,0.000000,0.000400,0.000000,0.265795,settle
2.0139,-1.53684,-0.00749,0.05716,0.88517,0.00342,0.01551,-0.000068,-0.000307,-3.140387,0.000000,-0.001188,0.000000,-2.58157,0.04512,-10.37781,0.000702,-0.039997,0.000262,0.265775,hover
2.0343,-1.55773,-0.00761,0.05753,0.88471,0.00343,0.01543,-0.000068,-0.000279,-3.140387,0.000000,-0.001191,0.000000,-0.03971,-0.00001,-9.81835,0.001751,-0.039981,0.000647,0.265771,hover
2.0555,-1.55773,-0.00761,0.05753,0.88471,0.00343,0.01543,-0.000068,-0.000279,-3.140387,0.000000,-0.001191,0.000000,-0.03971,-0.00001,-9.81835,0.002853,-0.039950,0.001045,0.265771,hover
2.0757,-1.56395,-0.00764,0.05765,0.88364,0.00345,0.01499,-0.000065,-0.000440,-3.140387,0.006797,0.103527,0.001604,-1.88467,-0.02008,-10.55879,0.003925,-0.039905,0.001426,0.265749,hover
2.0964,-1.61652,-0.00789,0.05857,0.88369,0.00331,0.00990,0.000300,-0.005927,-3.140283,0.007775,0.097572,0.002893,-0.04657,0.00058,-9.81687,0.005036,-0.039844,0.001815,0.265495,hover
2.1175,-1.61652,-0.00789,0.05857,0.88369,0.00331,0.00990,0.000300,-0.005927,-3.140283,0.007775,0.097572,0.002893,-0.04657,0.00058,-9.81687,0.006180,-0.039764,0.002210,0.265495,hover
2.1380,-1.62289,-0.00792,0.05868,0.88486,0.00313,0.00960,0.000359,-0.006607,-3.140262,0.014708,0.091025,0.004565,4.33151,-0.59594,-8.08464,0.007310,-0.039669,0.002594,0.265480,hover
2.1583,-1.66996,-0.00812,0.05950,0.88628,0.00272,0.00574,0.001112,-0.011487,-3.140024,0.016901,0.093135,0.005519,-0.03232,-0.00085,-9.78467,0.008439,-0.039558,0.002973,0.265287,hover
2.1791,-1.67613,-0.00815,0.05961,0.88679,0.00261,0.00530,0.001231,-0.012135,-3.139985,0.017255,0.093484,0.005731,-0.04751,0.00136,-9.79002,0.009606,-0.039425,0.003360,0.265265,hover
2.1995,-1.68230,-0.00818,0.05973,0.89010,0.00203,0.00578,0.001352,-0.012786,-3.139945,0.022588,0.093374,0.007084,8.78353,-1.47554,-6.82231,0.010763,-0.039275,0.003739,0.265289,hover
2.2200,-1.71453,-0.00832,0.06034,0.89092,0.00168,0.00302,0.002119,-0.016170,-3.139706,0.023107,0.093359,0.007327,-0.02413,-0.00230,-9.77069,0.011930,-0.039104,0.004118,0.265151,hover
2.2406,-1.73535,-0.00840,0.06076,0.89385,0.00098,0.00183,0.002694,-0.018344,-3.139527,0.025385,0.093333,0.008125,-0.04982,0.00227,-9.77888,0.013107,-0.038913,0.004496,0.265091,hover
2.2613,-1.73535,-0.00840,0.06076,0.89385,0.00098,0.00183,0.002694,-0.018344,-3.139527,0.025385,0.093333,0.008125,-0.04982,0.00227,-9.77888,0.014300,-0.038697,0.004876,0.265091,hover
2.2820,-1.77426,-0.00849,0.06159,0.90260,-0.00119,0.00030,0.003944,-0.022383,-3.139149,0.032693,0.092847,0.010198,16.71457,-3.47704,-5.53027,0.015489,-0.038461,0.005253,0.265015,hover
2.3026,-1.79562,-0.00851,0.06208,0.90499,-0.00196,-0.00119,0.004718,-0.024579,-3.138914,0.033724,0.092783,0.010587,-0.04333,0.00127,-9.76770,0.016676,-0.038201,0.005626,0.264941,hover
2.3232,-1.79562,-0.00851,0.06208,0.90499,-0.00196,-0.00119,0.004718,-0.024579,-3.138914,0.033724,0.092783,0.010587,-0.04333,0.00127,-9.76770,0.017864,-0.037918,0.005998,0.264941,hover
2.3441,-1.80191,-0.00851,0.06222,0.91254,-0.00389,-0.00015,0.004957,-0.025223,-3.138842,0.039849,0.091846,0.012115,22.65918,-5.71786,-4.96101,0.019066,-0.037605,0.006372,0.264993,hover
2.3649,-1.85613,-0.00842,0.06359,0.91991,-0.00654,-0.00373,0.007312,-0.030680,-3.138150,0.043011,0.091326,0.013144,-0.05851,0.00551,-9.76564,0.020255,-0.037269,0.006743,0.264813,hover
2.3855,-1.85613,-0.00842,0.06359,0.91991,-0.00654,-0.00373,0.007312,-0.030680,-3.138150,0.043011,0.091326,0.013144,-0.05851,0.00551,-9.76564,0.021428,-0.036909,0.007107,0.264813,hover
2.4059,-1.86258,-0.00839,0.06376,0.92958,-0.00947,-0.00264,0.007617,-0.031317,-3.138061,0.051335,0.089218,0.015172,27.55014,-8.29655,-4.92383,0.022581,-0.036525,0.007466,0.264868,hover
2.4265,-1.91176,-0.00805,0.06516,0.93664,-0.01250,-0.00586,0.010271,-0.036050,-3.137304,0.053349,0.088703,0.016221,-0.09938,0.01903,-9.76690,0.023726,-0.036113,0.007824,0.264707,hover
2.4469,-1.91828,-0.00799,0.06536,0.93878,-0.01332,-0.00613,0.010640,-0.036666,-3.137196,0.053733,0.088608,0.016418,-0.05061,0.00366,-9.76125,0.024852,-0.035676,0.008177,0.264693,hover
2.4674,-1.91828,-0.00799,0.06536,0.93878,-0.01332,-0.00613,0.010640,-0.036666,-3.137196,0.053733,0.088608,0.016418,24.80072,-8.80836,-5.85394,0.025961,-0.035210,0.008528,0.264693,hover
2.4878,-1.97484,-0.00722,0.06716,0.95870,-0.02152,-0.00786,0.014080,-0.041865,-3.136220,0.061615,0.085913,0.018290,0.01358,-0.01993,-9.73964,0.027045,-0.034718,0.008874,0.264607,hover
2.5086,-1.98160,-0.00710,0.06739,0.96125,-0.02263,-0.00805,0.014512,-0.042471,-3.136098,0.062036,0.085766,0.018476,-0.06472,0.00888,-9.75151,0.028132,-0.034184,0.009224,0.264598,hover
2.5289,-1.98859,-0.00696,0.06763,0.97522,-0.02843,-0.00651,0.014958,-0.043095,-3.135972,0.067359,0.083412,0.019811,-0.06472,0.00888,-9.75151,0.029165,-0.033635,0.009562,0.264675,hover
2.5497,-1.98859,-0.00696,0.06763,0.97522,-0.02843,-0.00651,0.014958,-0.043095,-3.135972,0.067359,0.083412,0.019811,19.72550,-8.31854,-7.32667,0.030192,-0.033042,0.009905,0.264675,hover
