t,gate_idx,range_m,true_bx,true_by,true_bz,cv_bx,cv_by,cv_bz,err_x,err_y,err_z,err_total,true_vx,true_vy,true_vz,cv_vx,cv_vy,cv_vz,verr_x,verr_y,verr_z,verr_total,pnp_ok,reliable,gate_qw,gate_qx,gate_qy,gate_qz,odo_qw,odo_qx,odo_qy,odo_qz,cv_rx,cv_ry,cv_rz
11.019,0,13.712,13.676,-0.075,-0.977,12.832,-0.023,-2.048,-0.844,0.052,-1.071,1.365,4.592,0.070,-0.673,-0.000,-0.000,-0.000,-4.592,-0.070,0.673,4.642,True,True,0.70711,0.00000,-0.00000,0.70711,0.00043,-0.06043,-0.00631,-0.99815,2.80470,-0.03364,-0.54184
11.083,0,13.526,13.492,-0.078,-0.943,12.886,-0.033,-2.050,-0.607,0.045,-1.107,1.263,4.600,0.062,-0.667,-0.000,-0.000,-0.000,-4.600,-0.062,0.667,4.649,True,True,0.70711,0.00000,-0.00000,0.70711,0.00042,-0.06016,-0.00621,-0.99817,2.68277,-0.03710,-0.50857
11.104,0,13.235,13.204,-0.081,-0.891,12.825,-0.051,-1.995,-0.379,0.030,-1.104,1.167,4.604,0.059,-0.662,2.740,0.630,-2.090,-1.864,0.571,-1.428,2.417,True,True,0.70711,0.00000,-0.00000,0.70711,0.00041,-0.05979,-0.00617,-0.99819,2.61657,-0.08150,-0.53218
11.146,0,13.082,13.053,-0.083,-0.865,12.594,-0.097,-1.931,-0.459,-0.014,-1.066,1.161,4.608,0.056,-0.658,-0.000,-0.000,-0.000,-4.608,-0.056,0.658,4.655,True,True,0.70711,0.00000,-0.00000,0.70711,0.00040,-0.05961,-0.00598,-0.99820,2.80888,-0.03353,-0.54261
11.166,0,12.949,12.921,-0.084,-0.841,12.228,-0.082,-1.895,-0.693,0.002,-1.053,1.261,4.611,0.053,-0.655,-0.000,-0.000,-0.000,-4.611,-0.053,0.655,4.657,True,True,0.70711,0.00000,-0.00000,0.70711,0.00039,-0.05944,-0.00590,-0.99821,2.70278,-0.02184,-0.63010
11.187,0,12.819,12.792,-0.086,-0.819,12.227,-0.091,-1.888,-0.566,-0.006,-1.070,1.210,4.613,0.049,-0.652,-6.050,0.960,0.160,-10.663,0.911,0.812,10.733,True,True,0.70711,0.00000,-0.00000,0.70711,0.00039,-0.05929,-0.00594,-0.99822,2.71526,-0.03549,-0.48321
11.208,0,12.696,12.671,-0.087,-0.798,12.259,-0.101,-1.876,-0.412,-0.014,-1.077,1.154,4.616,0.046,-0.649,-2.520,0.030,-0.530,-7.136,-0.016,0.119,7.137,True,True,0.70711,0.00000,-0.00000,0.70711,0.00039,-0.05916,-0.00590,-0.99823,2.67309,-0.06794,-0.49755
11.250,0,12.572,12.547,-0.088,-0.778,12.214,-0.103,-1.853,-0.334,-0.015,-1.075,1.126,4.619,0.043,-0.646,-0.000,-0.000,-0.000,-4.619,-0.043,0.646,4.664,True,True,0.70711,0.00000,-0.00000,0.70711,0.00038,-0.05902,-0.00582,-0.99824,2.77764,-0.04042,-0.48033
11.271,0,12.572,12.547,-0.088,-0.778,11.987,-0.090,-1.843,-0.560,-0.002,-1.066,1.204,4.619,0.043,-0.646,,,,,,,,True,True,0.70711,0.00000,-0.00000,0.70711,0.00038,-0.05902,-0.00582,-0.99824,2.77176,-0.03329,-0.49648
11.353,0,12.267,12.245,-0.090,-0.728,11.965,-0.128,-1.711,-0.280,-0.038,-0.983,1.023,4.627,0.033,-0.637,-0.000,-0.000,-0.000,-4.627,-0.033,0.637,4.670,True,True,0.70711,0.00000,-0.00000,0.70711,0.00037,-0.05874,-0.00564,-0.99826,2.26509,-0.20579,-0.36164
11.374,0,11.989,11.969,-0.092,-0.685,11.942,-0.134,-1.675,-0.027,-0.042,-0.990,0.991,4.629,0.030,-0.633,-0.000,-0.000,-0.000,-4.629,-0.030,0.633,4.672,True,True,0.70711,0.00000,-0.00000,0.70711,0.00036,-0.05852,-0.00560,-0.99827,2.27547,-0.18168,-0.43236
11.416,0,11.834,11.815,-0.093,-0.661,11.496,-0.088,-1.244,-0.319,0.005,-0.583,0.664,4.632,0.026,-0.630,-1.130,0.000,-3.750,-5.762,-0.026,-3.120,6.553,False,True,0.70711,0.00000,-0.00000,0.70711,0.00034,-0.05840,-0.00535,-0.99828,,,
11.459,0,11.651,11.633,-0.094,-0.633,11.206,-0.072,-1.094,-0.428,0.021,-0.461,0.629,4.635,0.023,-0.627,2.850,-0.150,-1.470,-1.785,-0.173,-0.843,1.981,False,True,0.70711,0.00000,-0.00000,0.70711,0.00033,-0.05826,-0.00524,-0.99829,,,
11.480,0,11.492,11.476,-0.094,-0.609,10.930,-0.067,-1.038,-0.546,0.027,-0.429,0.695,4.637,0.020,-0.625,2.710,-0.050,-0.550,-1.927,-0.070,0.075,1.929,False,True,0.70711,0.00000,-0.00000,0.70711,0.00033,-0.05815,-0.00517,-0.99829,,,
11.522,0,11.353,11.338,-0.095,-0.589,10.888,-0.067,-1.021,-0.449,0.028,-0.433,0.624,4.639,0.016,-0.622,1.250,-0.020,-0.500,-3.389,-0.036,0.122,3.392,False,True,0.70711,0.00000,-0.00000,0.70711,0.00032,-0.05806,-0.00503,-0.99830,,,
11.585,0,11.130,11.116,-0.095,-0.556,9.604,-0.260,-1.357,-1.512,-0.165,-0.801,1.719,4.642,0.011,-0.618,-0.000,-0.000,-0.000,-4.642,-0.011,0.618,4.683,True,True,0.70711,0.00000,-0.00000,0.70711,0.00031,-0.05792,-0.00500,-0.99831,3.02025,0.11890,-0.78617
11.627,0,10.908,10.895,-0.096,-0.524,9.480,-0.249,-1.321,-1.415,-0.153,-0.798,1.632,4.645,0.007,-0.615,-0.000,-0.000,-0.000,-4.645,-0.007,0.615,4.685,True,True,0.70711,0.00000,-0.00000,0.70711,0.00031,-0.05780,-0.00494,-0.99832,3.02163,0.09890,-0.81738
11.668,0,10.908,10.895,-0.096,-0.524,9.466,-0.216,-1.310,-1.429,-0.120,-0.787,1.636,4.645,0.007,-0.615,-1.040,-2.280,-0.220,-5.685,-2.287,0.395,6.140,True,True,0.70711,0.00000,-0.00000,0.70711,0.00031,-0.05780,-0.00494,-0.99832,2.91327,0.07612,-0.84943
11.730,0,10.453,10.443,-0.096,-0.459,9.379,-0.173,-1.284,-1.064,-0.077,-0.825,1.348,4.650,-0.001,-0.608,-0.000,-0.000,-0.000,-4.650,0.001,0.608,4.689,True,True,0.70711,0.00000,-0.00000,0.70711,0.00028,-0.05756,-0.00459,-0.99833,2.94305,0.07319,-0.82509
11.771,0,10.237,10.228,-0.096,-0.429,9.245,-0.170,-1.268,-0.983,-0.074,-0.839,1.294,4.652,-0.005,-0.605,-0.000,-0.000,-0.000,-4.652,0.005,0.605,4.691,True,True,0.70711,0.00000,-0.00000,0.70711,0.00026,-0.05747,-0.00432,-0.99834,2.92559,0.04480,-0.84079
11.813,0,10.004,9.996,-0.095,-0.397,9.155,-0.174,-1.259,-0.841,-0.079,-0.862,1.207,4.654,-0.009,-0.602,2.270,0.200,-0.200,-2.384,0.209,0.402,2.426,True,True,0.70711,0.00000,-0.00000,0.70711,0.00026,-0.05737,-0.00424,-0.99834,2.93490,0.05060,-0.85356
11.855,0,10.004,9.996,-0.095,-0.397,8.981,-0.176,-1.239,-1.014,-0.081,-0.842,1.321,4.654,-0.009,-0.602,6.500,-0.140,-0.830,1.846,-0.131,-0.228,1.865,True,True,0.70711,0.00000,-0.00000,0.70711,0.00026,-0.05737,-0.00424,-0.99834,2.92217,0.05470,-0.86316
11.917,0,9.551,9.544,-0.094,-0.335,8.765,-0.177,-1.211,-0.780,-0.083,-0.876,1.176,4.657,-0.016,-0.597,-0.000,-0.000,-0.000,-4.657,0.016,0.597,4.695,True,True,0.70711,0.00000,-0.00000,0.70711,0.00024,-0.05719,-0.00405,-0.99835,2.92767,0.03356,-0.83356
11.959,0,9.331,9.326,-0.093,-0.306,8.574,-0.182,-1.191,-0.752,-0.089,-0.886,1.166,4.659,-0.019,-0.594,-0.000,-0.000,-0.000,-4.659,0.019,0.594,4.697,True,True,0.70711,0.00000,-0.00000,0.70711,0.00022,-0.05712,-0.00371,-0.99836,2.88557,0.03507,-0.81385
12.000,0,9.098,9.093,-0.092,-0.275,8.474,-0.187,-1.183,-0.619,-0.095,-0.908,1.103,4.660,-0.022,-0.592,2.130,0.130,-0.160,-2.530,0.152,0.432,2.571,True,True,0.70711,0.00000,-0.00000,0.70711,0.00022,-0.05704,-0.00361,-0.99837,2.89183,0.03288,-0.79561
12.062,0,8.882,8.878,-0.091,-0.246,8.269,-0.188,-1.156,-0.609,-0.097,-0.910,1.099,4.662,-0.025,-0.589,-0.000,-0.000,-0.000,-4.662,0.025,0.589,4.699,True,True,0.70711,0.00000,-0.00000,0.70711,0.00021,-0.05698,-0.00352,-0.99837,2.91792,0.05026,-0.79124
12.103,0,8.665,8.662,-0.090,-0.218,8.137,-0.191,-1.139,-0.524,-0.101,-0.921,1.065,4.663,-0.028,-0.587,-0.000,-0.000,-0.000,-4.663,0.028,0.587,4.700,True,True,0.70711,0.00000,-0.00000,0.70711,0.00020,-0.05692,-0.00339,-0.99837,2.89773,0.03458,-0.76869
12.146,0,8.435,8.433,-0.088,-0.188,7.982,-0.198,-1.125,-0.450,-0.109,-0.937,1.046,4.664,-0.030,-0.585,-0.000,-0.000,-0.000,-4.664,0.030,0.585,4.701,True,True,0.70711,0.00000,-0.00000,0.70711,0.00019,-0.05686,-0.00325,-0.99838,2.88999,0.03464,-0.76624
12.166,0,8.288,8.286,-0.087,-0.169,7.817,-0.198,-1.111,-0.469,-0.111,-0.942,1.058,4.665,-0.032,-0.584,-0.000,-0.000,-0.000,-4.665,0.032,0.584,4.701,True,True,0.70711,0.00000,-0.00000,0.70711,0.00018,-0.05683,-0.00303,-0.99838,2.86233,0.04078,-0.72444
12.187,0,8.157,8.155,-0.086,-0.152,7.693,-0.196,-1.099,-0.462,-0.109,-0.947,1.059,4.665,-0.033,-0.583,-0.000,-0.000,-0.000,-4.665,0.033,0.583,4.702,True,True,0.70711,0.00000,-0.00000,0.70711,0.00017,-0.05680,-0.00287,-0.99838,2.87473,0.04004,-0.70499
12.208,0,8.034,8.032,-0.086,-0.136,7.634,-0.197,-1.091,-0.399,-0.111,-0.955,1.041,4.666,-0.034,-0.582,2.390,0.110,-0.370,-2.276,0.144,0.212,2.290,True,True,0.70711,0.00000,-0.00000,0.70711,0.00016,-0.05677,-0.00278,-0.99838,2.89944,0.02907,-0.67894
12.249,0,7.910,7.909,-0.085,-0.121,7.508,-0.201,-1.084,-0.401,-0.116,-0.964,1.050,4.666,-0.036,-0.580,-0.000,-0.000,-0.000,-4.666,0.036,0.580,4.703,True,True,0.70711,0.00000,-0.00000,0.70711,0.00015,-0.05674,-0.00263,-0.99839,2.88801,0.04228,-0.68637
12.270,0,7.910,7.909,-0.085,-0.121,7.455,-0.203,-1.079,-0.454,-0.118,-0.958,1.067,4.666,-0.036,-0.580,2.440,0.100,-0.360,-2.226,0.136,0.220,2.241,True,True,0.70711,0.00000,-0.00000,0.70711,0.00015,-0.05674,-0.00263,-0.99839,2.87319,0.04822,-0.67871
12.332,0,7.613,7.612,-0.082,-0.083,7.276,-0.202,-1.061,-0.336,-0.120,-0.978,1.041,4.668,-0.039,-0.577,-0.000,-0.000,-0.000,-4.668,0.039,0.577,4.704,True,True,0.70711,0.00000,-0.00000,0.70711,0.00014,-0.05668,-0.00232,-0.99839,2.88538,0.05368,-0.64526
12.352,0,7.400,7.400,-0.080,-0.056,7.168,-0.207,-1.047,-0.231,-0.126,-0.991,1.025,4.669,-0.040,-0.576,-0.000,-0.000,-0.000,-4.669,0.040,0.576,4.704,True,True,0.70711,0.00000,-0.00000,0.70711,0.00012,-0.05665,-0.00206,-0.99839,2.88086,0.03890,-0.65319
12.394,0,7.264,7.263,-0.079,-0.039,7.074,-0.206,-1.042,-0.189,-0.126,-1.003,1.029,4.669,-0.041,-0.575,-0.000,-0.000,-0.000,-4.669,0.041,0.575,4.705,True,True,0.70711,0.00000,-0.00000,0.70711,0.00011,-0.05663,-0.00194,-0.99839,2.88383,0.04206,-0.61280
12.415,0,7.011,7.010,-0.077,-0.007,6.974,-0.203,-1.038,-0.036,-0.126,-1.030,1.039,4.670,-0.042,-0.573,-0.000,-0.000,-0.000,-4.670,0.042,0.573,4.705,True,True,0.70711,0.00000,-0.00000,0.70711,0.00011,-0.05659,-0.00180,-0.99840,2.87908,0.06107,-0.59680
12.456,0,6.978,6.978,-0.077,-0.003,6.891,-0.122,-1.056,-0.087,-0.045,-1.053,1.058,4.670,-0.043,-0.572,-0.000,-0.000,-0.000,-4.670,0.043,0.572,4.705,True,True,0.70711,0.00000,-0.00000,0.70711,0.00011,-0.05658,-0.00180,-0.99840,2.90198,0.00967,0.01427
12.498,0,6.776,6.776,-0.075,0.022,6.859,-0.102,-1.058,0.083,-0.027,-1.079,1.083,4.671,-0.044,-0.571,1.060,-0.150,-0.230,-3.611,-0.106,0.341,3.629,True,True,0.70711,0.00000,-0.00000,0.70711,0.00010,-0.05655,-0.00175,-0.99840,2.91745,0.00600,0.02042
12.539,0,6.776,6.776,-0.075,0.022,6.739,-0.088,-1.053,-0.037,-0.013,-1.075,1.075,4.671,-0.044,-0.571,6.650,0.390,-0.440,1.979,0.434,0.131,2.030,True,True,0.70711,0.00000,-0.00000,0.70711,0.00010,-0.05655,-0.00175,-0.99840,2.89226,0.00365,0.00406
12.581,0,6.363,6.362,-0.071,0.073,6.514,-0.076,-1.032,0.152,-0.005,-1.105,1.116,4.672,-0.047,-0.568,-0.000,-0.000,-0.000,-4.672,0.047,0.568,4.707,True,True,0.70711,0.00000,-0.00000,0.70711,0.00009,-0.05650,-0.00160,-0.99840,2.90511,0.00883,0.04180
12.603,0,6.078,6.077,-0.068,0.108,6.385,-0.074,-1.017,0.308,-0.005,-1.125,1.166,4.673,-0.047,-0.567,3.420,0.020,-0.430,-1.253,0.067,0.137,1.262,True,True,0.70711,0.00000,-0.00000,0.70711,0.00007,-0.05647,-0.00124,-0.99840,2.89661,0.01382,0.03964
12.665,0,6.046,6.045,-0.068,0.112,6.062,-0.074,-0.976,0.017,-0.007,-1.088,1.088,4.673,-0.048,-0.566,-0.000,-0.000,-0.000,-4.673,0.048,0.566,4.708,True,True,0.70711,0.00000,-0.00000,0.70711,0.00007,-0.05646,-0.00120,-0.99840,2.90902,0.00657,-0.02049
12.686,0,5.837,5.835,-0.066,0.138,5.949,-0.074,-0.960,0.114,-0.008,-1.098,1.104,4.674,-0.049,-0.565,-0.000,-0.000,-0.000,-4.674,0.049,0.565,4.708,True,True,0.70711,0.00000,-0.00000,0.70711,0.00006,-0.05644,-0.00112,-0.99841,2.91443,0.01249,-0.01034
12.707,0,5.837,5.835,-0.066,0.138,5.840,-0.072,-0.945,0.004,-0.006,-1.083,1.083,4.674,-0.049,-0.565,6.320,-0.140,-0.840,1.646,-0.091,-0.275,1.672,True,True,0.70711,0.00000,-0.00000,0.70711,0.00006,-0.05644,-0.00112,-0.99841,2.91242,0.00360,0.00573
12.748,0,5.469,5.465,-0.062,0.183,5.632,-0.065,-0.912,0.166,-0.003,-1.095,1.107,4.674,-0.050,-0.563,-0.000,-0.000,-0.000,-4.674,0.050,0.563,4.708,True,True,0.70711,0.00000,-0.00000,0.70711,0.00005,-0.05641,-0.00085,-0.99841,2.92320,0.00869,0.01517
12.790,0,5.437,5.433,-0.062,0.187,5.428,-0.062,-0.887,-0.005,-0.001,-1.074,1.074,4.675,-0.050,-0.562,-0.000,-0.000,-0.000,-4.675,0.050,0.562,4.709,True,True,0.70711,0.00000,-0.00000,0.70711,0.00005,-0.05640,-0.00084,-0.99841,2.91149,0.00603,0.00829
12.810,0,5.229,5.224,-0.059,0.212,5.365,-0.062,-0.886,0.141,-0.003,-1.098,1.107,4.675,-0.050,-0.561,1.260,0.020,0.380,-3.415,0.070,0.941,3.543,True,True,0.70711,0.00000,-0.00000,0.70711,0.00004,-0.05639,-0.00076,-0.99841,2.88219,0.00841,0.01460
12.832,0,5.229,5.224,-0.059,0.212,5.220,-0.060,-0.870,-0.004,-0.001,-1.082,1.082,4.675,-0.050,-0.561,6.320,-0.130,-1.200,1.645,-0.080,-0.639,1.766,True,True,0.70711,0.00000,-0.00000,0.70711,0.00004,-0.05639,-0.00076,-0.99841,2.90599,0.00373,0.03293
12.895,0,4.973,4.967,-0.057,0.243,4.945,-0.057,-0.835,-0.022,-0.000,-1.078,1.078,4.676,-0.051,-0.560,-0.000,-0.000,-0.000,-4.676,0.051,0.560,4.709,True,True,0.70711,0.00000,-0.00000,0.70711,0.00003,-0.05636,-0.00056,-0.99841,2.91661,0.00103,0.01704
12.936,0,4.760,4.752,-0.054,0.276,4.875,-0.058,-0.875,0.123,-0.003,-1.151,1.157,4.676,-0.051,-0.552,-0.000,-0.000,-0.000,-4.676,0.051,0.552,4.709,True,True,0.70711,0.00000,-0.00000,0.70711,0.00003,-0.05564,-0.00045,-0.99845,2.78850,-0.02117,0.04077
12.957,0,4.585,4.574,-0.053,0.304,4.686,-0.057,-0.806,0.112,-0.005,-1.110,1.116,4.676,-0.051,-0.544,-0.000,-0.000,-0.000,-4.676,0.051,0.544,4.708,True,True,0.70711,0.00000,-0.00000,0.70711,0.00002,-0.05479,-0.00038,-0.99850,2.92227,0.00339,0.00065
12.977,0,4.373,4.359,-0.050,0.351,4.588,-0.063,-0.755,0.229,-0.012,-1.106,1.130,4.678,-0.051,-0.519,-0.000,-0.000,-0.000,-4.678,0.051,0.519,4.707,True,True,0.70711,0.00000,-0.00000,0.70711,0.00002,-0.05226,-0.00028,-0.99863,3.11099,-0.00877,-0.14041
13.039,0,4.341,4.326,-0.050,0.363,4.442,-0.060,-0.726,0.117,-0.010,-1.089,1.096,4.672,-0.052,-0.508,-0.000,-0.000,-0.000,-4.672,0.052,0.508,4.700,True,True,0.70711,0.00000,-0.00000,0.70711,0.00002,-0.05127,-0.00025,-0.99868,2.94591,-0.01069,-0.10485
13.060,0,4.108,4.082,-0.047,0.462,4.368,-0.061,-0.720,0.286,-0.013,-1.181,1.215,4.672,-0.052,-0.424,-0.000,-0.000,-0.000,-4.672,0.052,0.424,4.692,True,True,0.70711,0.00000,-0.00000,0.70711,0.00001,-0.04240,-0.00012,-0.99910,2.91190,-0.00332,-0.05198
13.102,0,3.978,3.946,-0.046,0.502,4.184,-0.057,-0.659,0.238,-0.011,-1.161,1.185,4.662,-0.052,-0.388,-0.000,-0.000,-0.000,-4.662,0.052,0.388,4.678,True,True,0.70711,0.00000,-0.00000,0.70711,0.00001,-0.03877,-0.00008,-0.99925,2.80086,-0.00040,-0.01325
13.123,0,3.978,3.946,-0.046,0.502,4.080,-0.054,-0.613,0.134,-0.008,-1.115,1.123,4.662,-0.052,-0.388,-0.000,-0.000,-0.000,-4.662,0.052,0.388,4.678,True,True,0.70711,0.00000,-0.00000,0.70711,0.00001,-0.03877,-0.00008,-0.99925,2.86290,-0.00209,-0.00172
13.143,0,3.682,3.632,-0.043,0.604,3.971,-0.059,-0.577,0.339,-0.016,-1.181,1.229,4.645,-0.051,-0.286,6.460,0.400,-1.950,1.815,0.451,-1.664,2.503,True,True,0.70711,0.00000,-0.00000,0.70711,0.00000,-0.02822,0.00010,-0.99960,2.83857,-0.02205,-0.16741
13.188,0,3.461,3.395,-0.041,0.673,3.779,-0.059,-0.504,0.384,-0.018,-1.176,1.237,4.628,-0.051,-0.209,-0.000,-0.000,-0.000,-4.628,0.051,0.209,4.633,True,True,0.70711,0.00000,-0.00000,0.70711,-0.00000,-0.02023,0.00025,-0.99980,2.90432,-0.01217,-0.09356
13.229,0,3.430,3.361,-0.040,0.683,3.584,-0.058,-0.452,0.223,-0.018,-1.135,1.157,4.596,-0.051,-0.192,-0.000,-0.000,-0.000,-4.596,0.051,0.192,4.600,True,True,0.70711,0.00000,-0.00000,0.70711,-0.00000,-0.01887,0.00030,-0.99982,2.75509,-0.01696,-0.09604
13.250,0,3.231,3.142,-0.038,0.751,3.492,-0.045,-0.424,0.349,-0.007,-1.175,1.226,4.580,-0.051,-0.104,-0.000,-0.000,-0.000,-4.580,0.051,0.104,4.582,True,True,0.70711,0.00000,-0.00000,0.70711,0.00001,0.00940,-0.00040,0.99996,2.78861,0.00222,0.05907
13.272,0,3.140,3.043,-0.037,0.775,3.393,-0.040,-0.388,0.350,-0.003,-1.163,1.214,4.555,-0.050,-0.070,5.860,-0.130,-2.240,1.305,-0.080,-2.170,2.534,True,True,0.70711,0.00000,-0.00000,0.70711,0.00001,0.00589,-0.00040,0.99998,2.74288,0.01160,0.07460
13.335,0,2.986,2.874,-0.035,0.812,3.155,-0.018,-0.298,0.281,0.018,-1.110,1.145,4.499,-0.050,-0.013,10.710,-1.370,-4.160,6.211,-1.320,-4.147,7.584,True,True,0.70711,0.00000,-0.00000,0.70711,0.00001,-0.00015,-0.00051,1.00000,3.09383,-0.00403,0.45027
13.356,0,2.785,2.649,-0.033,0.860,2.494,-0.038,-0.396,-0.155,-0.005,-1.257,1.266,4.464,-0.049,0.069,0.770,-0.000,-0.110,-3.694,0.049,-0.179,3.698,False,True,0.70711,0.00000,-0.00000,0.70711,0.00002,-0.00915,-0.00066,0.99996,,,
13.378,0,2.665,2.516,-0.032,0.879,2.787,-0.038,-0.330,0.272,-0.006,-1.209,1.239,4.429,-0.049,0.106,-8.790,-0.020,-1.980,-13.219,0.029,-2.086,13.383,True,True,0.70711,0.00000,-0.00000,0.70711,0.00002,-0.01325,-0.00068,0.99991,2.45677,-0.00713,-0.00335
13.421,0,2.443,2.266,-0.030,0.911,2.705,-0.037,-0.327,0.438,-0.008,-1.238,1.313,4.383,-0.049,0.178,-0.000,-0.000,-0.000,-4.383,0.049,-0.178,4.386,True,True,0.70711,0.00000,-0.00000,0.70711,0.00002,-0.02138,-0.00079,0.99977,2.43511,-0.01050,0.00591
13.462,0,2.414,2.234,-0.029,0.914,2.597,-0.033,-0.335,0.363,-0.004,-1.249,1.301,4.318,-0.048,0.187,6.680,-0.310,0.620,2.362,-0.262,0.433,2.415,True,True,0.70711,0.00000,-0.00000,0.70711,0.00002,-0.02249,-0.00080,0.99975,2.34223,0.00374,0.03919
13.504,0,2.230,2.024,-0.027,0.937,2.483,-0.032,-0.342,0.460,-0.004,-1.279,1.359,4.244,-0.047,0.252,0.760,0.180,-0.000,-3.484,0.227,-0.252,3.500,True,True,0.70711,0.00000,-0.00000,0.70711,0.00002,-0.03023,-0.00084,0.99954,2.33511,-0.00895,0.00445
13.547,0,2.048,1.817,-0.025,0.945,1.802,-0.026,-0.364,-0.015,-0.001,-1.309,1.309,4.195,-0.047,0.296,1.430,-0.040,-0.060,-2.765,0.007,-0.356,2.788,False,True,0.70711,0.00000,-0.00000,0.70711,0.00002,-0.03556,-0.00085,0.99937,,,
13.568,0,1.941,1.695,-0.024,0.947,1.676,-0.024,-0.365,-0.018,-0.000,-1.312,1.312,4.137,-0.046,0.318,3.750,-0.060,0.030,-0.387,-0.014,-0.288,0.482,False,True,0.70711,0.00000,-0.00000,0.70711,0.00002,-0.03849,-0.00090,0.99926,,,
14.272,1,23.740,23.246,0.602,4.781,21.582,3.150,3.159,-1.664,2.548,-1.622,3.449,2.677,-0.199,0.588,-0.000,-0.000,-0.000,-2.677,0.199,-0.588,2.748,False,False,0.70711,0.00000,-0.00000,0.70711,0.01350,-0.02985,0.08082,-0.99619,,,
14.335,1,23.648,23.362,0.679,3.600,35.731,1.250,4.607,12.368,0.571,1.007,12.422,2.728,-0.373,1.166,,,,,,,,False,False,0.70711,0.00000,-0.00000,0.70711,0.01282,-0.05513,0.08605,-0.99468,,,
14.377,1,23.402,23.347,0.877,1.333,35.667,0.935,3.575,12.319,0.058,2.242,12.522,2.918,-0.458,1.404,,,,,,,,True,True,0.70711,0.00000,-0.00000,0.70711,0.01181,-0.10194,0.09451,-0.99022,2.30800,-0.36445,-1.11012
14.439,1,23.318,23.285,0.951,0.799,36.774,0.854,2.279,13.488,-0.097,1.479,13.570,3.058,-0.457,1.636,-0.000,-0.000,-0.000,-3.058,0.457,-1.636,3.498,True,True,0.70711,0.00000,-0.00000,0.70711,0.01135,-0.11259,0.09538,-0.98899,2.39147,-0.36044,-1.09062
14.459,1,23.192,23.166,1.086,0.185,36.489,0.738,1.406,13.324,-0.348,1.221,13.384,3.143,-0.434,1.646,-0.000,-0.000,-0.000,-3.143,0.434,-1.646,3.574,True,True,0.70711,0.00000,-0.00000,0.70711,0.00998,-0.12453,0.09516,-0.98759,2.40157,-0.30520,-1.20489
14.480,1,23.125,23.096,1.157,-0.065,35.054,0.601,0.588,11.958,-0.556,0.653,11.989,3.217,-0.407,1.700,-0.000,-0.000,-0.000,-3.217,0.407,-1.700,3.662,True,True,0.70711,0.00000,-0.00000,0.70711,0.00917,-0.12924,0.09446,-0.98706,2.45833,-0.30891,-1.32982
14.500,1,22.969,22.927,1.307,-0.485,41.208,0.491,0.106,18.281,-0.816,0.591,18.309,3.304,-0.355,1.719,-0.000,-0.000,-0.000,-3.304,0.355,-1.719,3.742,True,True,0.70711,0.00000,-0.00000,0.70711,0.00734,-0.13657,0.09138,-0.98638,2.64241,-0.21872,-1.06035
14.543,1,22.969,22.927,1.307,-0.485,40.043,0.398,-0.482,17.116,-0.909,0.003,17.140,3.304,-0.355,1.719,-0.000,-0.000,-0.000,-3.304,0.355,-1.719,3.742,True,True,0.70711,0.00000,-0.00000,0.70711,0.00734,-0.13657,0.09138,-0.98638,2.72226,-0.06478,-0.82020
14.564,1,22.947,22.902,1.327,-0.531,38.311,0.298,-0.614,15.409,-1.029,-0.083,15.444,3.376,-0.316,1.765,,,,,,,,True,True,0.70711,0.00000,-0.00000,0.70711,0.00707,-0.13731,0.09090,-0.98632,2.30607,-0.05309,-0.91992
14.626,1,22.718,22.652,1.515,-0.844,34.102,0.085,-0.984,11.450,-1.429,-0.140,11.539,3.582,-0.164,1.793,-0.000,-0.000,-0.000,-3.582,0.164,-1.793,4.009,True,True,0.70711,0.00000,-0.00000,0.70711,0.00397,-0.14171,0.08881,-0.98591,2.41585,-0.08179,-0.95218
14.668,1,22.548,22.470,1.625,-0.931,31.661,-0.031,-1.074,9.190,-1.656,-0.142,9.339,3.649,-0.087,1.789,-0.000,-0.000,-0.000,-3.649,0.087,-1.789,4.065,True,True,0.70711,0.00000,-0.00000,0.70711,0.00198,-0.14172,0.08610,-0.98615,2.34827,-0.09407,-1.02918
14.688,1,22.443,22.360,1.680,-0.952,36.440,-0.272,-1.211,14.080,-1.952,-0.259,14.217,3.695,-0.026,1.788,-0.000,-0.000,-0.000,-3.695,0.026,-1.788,4.105,True,True,0.70711,0.00000,-0.00000,0.70711,0.00107,-0.14086,0.08254,-0.98658,2.15787,-0.23169,-1.12274
14.710,1,22.359,22.273,1.721,-0.957,18.885,1.810,-1.861,-3.387,0.089,-0.904,3.507,3.758,0.044,1.773,,,,,,,,False,True,0.70711,0.00000,-0.00000,0.70711,0.00031,-0.13997,0.08028,-0.98690,,,
14.750,1,22.241,22.151,1.769,-0.935,18.885,1.766,-1.861,-3.266,-0.002,-0.926,3.395,3.811,0.114,1.758,-0.000,0.430,-0.000,-3.811,0.316,-1.758,4.209,False,True,0.70711,0.00000,-0.00000,0.70711,-0.00071,-0.13811,0.07776,-0.98736,,,
14.772,1,22.041,21.949,1.821,-0.857,21.891,2.129,-2.692,-0.058,0.308,-1.836,1.862,3.857,0.206,1.750,-0.000,-0.000,-0.000,-3.857,-0.206,-1.750,4.241,True,True,0.70711,0.00000,-0.00000,0.70711,-0.00175,-0.13385,0.07100,-0.98845,-2.74878,0.47978,-0.35583
